element,decimal_approx,num_representations,sample_representation
16435/216,76.08796296,4122,"((0,3,1), (2,1,1), (2,2,1), (2,3,2), (3,2,1), (3,3,2))"
16439/216,76.10648148,3552,"((0,3,2), (1,3,2), (2,1,1), (2,3,2), (3,0,1), (3,2,1), (3,3,1))"
16441/108,152.23148148,1,"((0,1,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16441/216,76.11574074,3687,"((0,3,1), (1,3,1), (2,0,1), (2,3,1), (3,1,2), (3,2,1), (3,3,2))"
16445/216,76.13425926,3820,"((0,3,2), (2,0,1), (3,0,1), (3,1,2), (3,2,2), (3,3,2))"
16447/108,152.28703704,16,"((0,1,1), (0,2,2), (0,3,2), (1,1,1), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16447/216,76.14351852,3139,"((0,3,1), (1,3,2), (2,0,2), (2,2,2), (3,2,1), (3,3,2))"
16451/108,152.32407407,3,"((0,1,2), (0,2,2), (0,3,1), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16451/216,76.16203704,3453,"((0,3,2), (1,3,1), (2,0,1), (2,3,2), (3,1,1), (3,3,2))"
16453/108,152.34259259,2,"((0,0,2), (0,2,1), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16453/216,76.17129630,3053,"((0,3,1), (2,1,2), (2,2,1), (2,3,1), (3,0,2), (3,2,1), (3,3,2))"
16457/108,152.37962963,1,"((0,0,2), (0,1,1), (0,2,1), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16457/216,76.18981481,2971,"((0,3,2), (1,3,2), (2,0,2), (2,1,1), (2,3,1), (3,2,2), (3,3,1))"
16459/108,152.39814815,3,"((0,1,2), (0,3,2), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16459/216,76.19907407,3668,"((0,3,1), (1,3,1), (3,0,1), (3,1,2), (3,2,2), (3,3,2))"
16463/216,76.21759259,2803,"((0,3,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,3,1))"
16465/108,152.45370370,14,"((0,1,2), (0,2,2), (0,3,2), (1,1,1), (1,2,2), (1,3,2), (2,0,2), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16465/216,76.22685185,4268,"((0,3,1), (1,3,2), (2,3,2), (3,1,1), (3,3,2))"
16469/108,152.49074074,1,"((0,0,1), (0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16469/216,76.24537037,3400,"((0,3,2), (1,3,1), (2,3,1), (3,0,1), (3,1,1), (3,2,1), (3,3,2))"
16471/108,152.50925926,5,"((0,1,1), (0,2,1), (0,3,2), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16471/216,76.25462963,3723,"((0,3,1), (2,0,1), (2,1,2), (2,2,1), (3,1,1), (3,2,2), (3,3,2))"
16475/108,152.54629630,2,"((0,0,2), (0,1,2), (0,2,1), (0,3,1), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16475/216,76.27314815,4008,"((0,3,2), (1,3,2), (2,2,2), (3,2,1), (3,3,2))"
16477/108,152.56481481,1,"((0,0,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16477/216,76.28240741,3042,"((0,3,1), (1,3,1), (2,0,2), (2,2,2), (2,3,2), (3,1,2), (3,3,1))"
16481/216,76.30092593,3460,"((0,3,2), (2,0,1), (2,1,2), (2,2,1), (2,3,1), (3,2,1), (3,3,2))"
16483/108,152.62037037,7,"((0,0,1), (0,2,2), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16483/216,76.31018519,3137,"((0,3,1), (1,3,2), (2,3,1), (3,0,2), (3,2,1), (3,3,2))"
16487/108,152.65740741,4,"((0,0,1), (0,1,1), (0,2,2), (0,3,1), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16487/216,76.32870370,2825,"((0,3,2), (1,3,1), (2,0,2), (3,1,1), (3,2,2), (3,3,2))"
16489/108,152.67592593,6,"((0,1,2), (0,2,1), (0,3,2), (1,0,1), (1,1,1), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16489/216,76.33796296,3702,"((0,3,1), (2,1,1), (2,2,2), (2,3,2), (3,0,1), (3,3,2))"
16493/216,76.35648148,2953,"((0,3,2), (1,3,2), (2,1,1), (2,2,1), (2,3,2), (3,0,2), (3,3,1))"
16495/108,152.73148148,2,"((0,0,2), (0,1,1), (0,3,2), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16495/216,76.36574074,4109,"((0,3,1), (1,3,1), (2,1,2), (2,2,1), (2,3,1), (3,2,1), (3,3,2))"
16499/216,76.38425926,3434,"((0,3,2), (2,1,2), (2,2,1), (3,0,1), (3,2,2), (3,3,2))"
16501/108,152.78703704,9,"((0,1,1), (0,2,2), (0,3,2), (1,0,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16501/216,76.39351852,3837,"((0,3,1), (1,3,2), (2,0,1), (3,1,1), (3,2,2), (3,3,2))"
16505/108,152.82407407,5,"((0,0,1), (0,1,2), (0,2,2), (0,3,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16505/216,76.41203704,3847,"((0,3,2), (1,3,1), (2,2,2), (2,3,2), (3,1,2), (3,3,1))"
16507/108,152.84259259,5,"((0,0,1), (0,2,1), (0,3,2), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16507/216,76.42129630,3071,"((0,3,1), (2,0,2), (2,1,1), (2,2,2), (2,3,1), (3,2,1), (3,3,2))"
16511/216,76.43981481,3592,"((0,3,2), (1,3,2), (2,0,1), (2,3,1), (3,2,1), (3,3,2))"
16513/108,152.89814815,2,"((0,0,2), (0,1,2), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16513/216,76.44907407,3036,"((0,3,1), (1,3,1), (2,2,1), (3,0,2), (3,1,2), (3,2,1), (3,3,2))"
16517/216,76.46759259,2877,"((0,3,2), (2,0,2), (2,1,2), (2,3,2), (3,2,2), (3,3,1))"
16519/108,152.95370370,10,"((0,1,2), (0,2,2), (0,3,2), (1,0,1), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16519/216,76.47685185,3814,"((0,3,1), (1,3,2), (2,2,2), (2,3,2), (3,0,1), (3,1,1), (3,3,1))"
16523/216,76.49537037,2808,"((0,3,2), (1,3,1), (2,2,1), (2,3,1), (3,0,2), (3,1,1), (3,3,2))"
16525/108,153.00925926,9,"((0,0,1), (0,1,1), (0,2,1), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16525/216,76.50462963,4156,"((0,3,1), (2,1,1), (2,2,2), (3,1,1), (3,2,2), (3,3,2))"
16529/108,153.04629630,1,"((0,0,1), (0,1,2), (0,2,1), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16529/216,76.52314815,3564,"((0,3,2), (1,3,2), (3,0,1), (3,2,2), (3,3,2))"
16531/216,76.53240741,3735,"((0,3,1), (1,3,1), (2,0,1), (2,1,2), (2,3,2), (3,2,2), (3,3,1))"
16535/216,76.55092593,3876,"((0,3,2), (2,1,1), (2,2,2), (2,3,1), (3,2,1), (3,3,2))"
16537/108,153.12037037,10,"((0,2,2), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16537/216,76.56018519,3132,"((0,3,1), (1,3,2), (2,0,2), (2,2,1), (2,3,1), (3,1,1), (3,3,2))"
16541/108,153.15740741,1,"((0,1,1), (0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16541/216,76.57870370,3482,"((0,3,2), (1,3,1), (2,0,1), (2,2,1), (3,1,2), (3,2,1), (3,3,2))"
16543/108,153.17592593,5,"((0,0,1), (0,1,2), (0,2,1), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16543/216,76.58796296,3062,"((0,3,1), (2,1,1), (2,3,2), (3,0,2), (3,2,1), (3,3,2))"
16547/216,76.60648148,2951,"((0,3,2), (1,3,2), (2,0,2), (2,2,2), (2,3,2), (3,3,1))"
16549/108,153.23148148,1,"((0,0,1), (0,1,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16549/216,76.61574074,3710,"((0,3,1), (1,3,1), (2,1,2), (2,2,2), (2,3,1), (3,0,1), (3,3,2))"
16553/216,76.63425926,2869,"((0,3,2), (2,1,2), (2,2,2), (3,0,2), (3,2,1), (3,3,2))"
16555/108,153.28703704,14,"((0,1,1), (0,2,2), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16555/216,76.64351852,4254,"((0,3,1), (1,3,2), (2,2,1), (3,1,2), (3,2,1), (3,3,2))"
16559/108,153.32407407,3,"((0,1,2), (0,2,2), (0,3,1), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16559/216,76.66203704,3444,"((0,3,2), (1,3,1), (2,3,2), (3,0,1), (3,1,2), (3,2,1), (3,3,1))"
16561/108,153.34259259,1,"((0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16561/216,76.67129630,3722,"((0,3,1), (2,0,1), (2,1,1), (2,3,1), (3,1,1), (3,2,2), (3,3,2))"
16565/216,76.68981481,4006,"((0,3,2), (1,3,2), (2,2,1), (2,3,1), (3,1,1), (3,3,2))"
16567/108,153.39814815,3,"((0,0,1), (0,1,2), (0,3,2), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16567/216,76.69907407,3096,"((0,3,1), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (3,2,1), (3,3,2))"
16571/216,76.71759259,3493,"((0,3,2), (2,0,1), (2,1,1), (2,3,2), (3,2,1), (3,3,2))"
16573/108,153.45370370,8,"((0,1,2), (0,2,2), (0,3,2), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,1,2), (3,2,2), (3,3,2))"
16573/216,76.72685185,3126,"((0,3,1), (1,3,2), (2,3,2), (3,0,2), (3,1,1), (3,2,1), (3,3,1))"
16577/108,153.49074074,1,"((0,0,2), (0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16577/216,76.74537037,2865,"((0,3,2), (1,3,1), (2,0,2), (2,3,1), (3,1,2), (3,2,2), (3,3,1))"
16579/108,153.50925926,5,"((0,1,1), (0,2,1), (0,3,2), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16579/216,76.75462963,3712,"((0,3,1), (2,1,2), (3,0,1), (3,1,2), (3,2,2), (3,3,2))"
16583/216,76.77314815,2941,"((0,3,2), (1,3,2), (2,2,1), (3,0,2), (3,2,1), (3,3,2))"
16585/216,76.78240741,4172,"((0,3,1), (1,3,1), (2,1,1), (2,3,2), (3,2,1), (3,3,2))"
16589/216,76.80092593,3474,"((0,3,2), (2,1,1), (2,3,1), (3,0,1), (3,2,2), (3,3,2))"
16591/108,153.62037037,4,"((0,2,2), (0,3,2), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16591/216,76.81018519,3847,"((0,3,1), (1,3,2), (2,0,1), (2,3,1), (3,1,2), (3,2,2), (3,3,1))"
16595/108,153.65740741,2,"((0,0,2), (0,1,1), (0,2,2), (0,3,1), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16595/216,76.82870370,3887,"((0,3,2), (1,3,1), (2,1,2), (2,2,2), (3,2,1), (3,3,2))"
16597/108,153.67592593,6,"((0,1,2), (0,2,1), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16597/216,76.83796296,3046,"((0,3,1), (2,0,2), (2,2,1), (2,3,2), (3,2,1), (3,3,2))"
16601/216,76.85648148,3615,"((0,3,2), (1,3,2), (2,0,1), (2,3,2), (3,1,1), (3,2,1), (3,3,1))"
16603/216,76.86574074,3074,"((0,3,1), (1,3,1), (2,1,2), (2,3,1), (3,0,2), (3,2,1), (3,3,2))"
16607/216,76.88425926,2904,"((0,3,2), (2,0,2), (2,1,2), (3,1,1), (3,2,2), (3,3,2))"
16609/108,153.78703704,9,"((0,1,1), (0,2,2), (0,3,2), (1,0,1), (1,1,1), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16609/216,76.89351852,3834,"((0,3,1), (1,3,2), (2,2,2), (3,0,1), (3,1,2), (3,3,2))"
16613/108,153.82407407,2,"((0,0,2), (0,1,2), (0,2,2), (0,3,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16613/216,76.91203704,2865,"((0,3,2), (1,3,1), (2,2,1), (2,3,2), (3,0,2), (3,1,2), (3,3,1))"
16615/108,153.84259259,2,"((0,0,2), (0,2,1), (0,3,2), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16615/216,76.92129630,4132,"((0,3,1), (2,2,1), (2,3,1), (3,1,1), (3,2,2), (3,3,2))"
16619/216,76.93981481,3563,"((0,3,2), (1,3,2), (2,3,1), (3,0,1), (3,1,1), (3,2,2), (3,3,1))"
16621/108,153.89814815,1,"((0,1,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16621/216,76.94907407,3757,"((0,3,1), (1,3,1), (2,0,1), (2,1,2), (3,1,1), (3,2,2), (3,3,2))"
16625/216,76.96759259,3911,"((0,3,2), (2,2,1), (2,3,2), (3,2,1), (3,3,2))"
16627/108,153.95370370,10,"((0,1,2), (0,2,2), (0,3,2), (1,1,1), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16627/216,76.97685185,3177,"((0,3,1), (1,3,2), (2,0,2), (2,2,1), (2,3,2), (3,1,2), (3,3,1))"
16631/216,76.99537037,3518,"((0,3,2), (1,3,1), (2,0,1), (2,1,2), (2,3,1), (3,2,1), (3,3,2))"
16633/108,154.00925926,2,"((0,0,2), (0,1,1), (0,2,1), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16633/216,77.00462963,3045,"((0,3,1), (2,1,1), (2,2,1), (3,0,2), (3,1,1), (3,2,2), (3,3,2))"
16637/108,154.04629630,1,"((0,0,2), (0,1,2), (0,2,1), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16637/216,77.02314815,2949,"((0,3,2), (1,3,2), (2,0,2), (2,2,2), (3,1,1), (3,3,2))"
16639/216,77.03240741,3749,"((0,3,1), (1,3,1), (2,1,1), (2,2,1), (2,3,2), (3,0,1), (3,3,2))"
16643/216,77.05092593,2877,"((0,3,2), (2,1,1), (2,2,1), (2,3,1), (3,0,2), (3,2,1), (3,3,2))"
16645/108,154.12037037,7,"((0,0,1), (0,2,2), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16645/216,77.06018519,4293,"((0,3,1), (1,3,2), (2,1,2), (2,3,1), (3,2,1), (3,3,2))"
16649/108,154.15740741,1,"((0,0,1), (0,1,1), (0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16649/216,77.07870370,3502,"((0,3,2), (1,3,1), (2,1,2), (3,0,1), (3,2,2), (3,3,2))"
16651/108,154.17592593,3,"((0,1,2), (0,2,1), (0,3,2), (1,0,2), (1,1,1), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16651/216,77.08796296,3708,"((0,3,1), (2,0,1), (2,2,2), (2,3,2), (3,1,1), (3,3,2))"
16655/216,77.10648148,4008,"((0,3,2), (1,3,2), (2,2,1), (2,3,2), (3,1,2), (3,3,1))"
16657/108,154.23148148,1,"((0,0,2), (0,1,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16657/216,77.11574074,3097,"((0,3,1), (1,3,1), (2,0,2), (2,1,1), (2,2,1), (2,3,1), (3,2,1), (3,3,2))"
16661/216,77.13425926,3521,"((0,3,2), (2,0,1), (2,1,1), (2,2,1), (3,1,1), (3,2,2), (3,3,2))"
16663/108,154.28703704,7,"((0,0,1), (0,1,1), (0,2,2), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16663/216,77.14351852,3164,"((0,3,1), (1,3,2), (3,0,2), (3,1,2), (3,2,1), (3,3,2))"
16667/108,154.32407407,3,"((0,0,1), (0,1,2), (0,2,2), (0,3,1), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16667/216,77.16203704,2933,"((0,3,2), (1,3,1), (2,0,2), (2,1,2), (2,2,2), (2,3,2), (3,3,1))"
16669/108,154.34259259,1,"((0,0,1), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16669/216,77.17129630,3693,"((0,3,1), (2,2,2), (2,3,1), (3,0,1), (3,1,1), (3,2,1), (3,3,2))"
16673/216,77.18981481,2942,"((0,3,2), (1,3,2), (2,3,1), (3,0,2), (3,1,1), (3,3,2))"
16675/108,154.39814815,2,"((0,0,2), (0,1,2), (0,3,2), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16675/216,77.19907407,4193,"((0,3,1), (1,3,1), (2,1,1), (2,2,1), (3,1,1), (3,2,2), (3,3,2))"
16679/216,77.21759259,3482,"((0,3,2), (2,2,2), (2,3,2), (3,0,1), (3,3,2))"
16681/108,154.45370370,6,"((0,1,2), (0,2,2), (0,3,2), (1,0,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16681/216,77.22685185,3890,"((0,3,1), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,3,1))"
16685/216,77.24537037,3937,"((0,3,2), (1,3,1), (2,1,1), (2,2,1), (2,3,1), (3,2,1), (3,3,2))"
16687/108,154.50925926,5,"((0,0,1), (0,1,1), (0,2,1), (0,3,2), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16687/216,77.25462963,3039,"((0,3,1), (2,0,2), (2,2,2), (3,1,1), (3,2,2), (3,3,2))"
16691/216,77.27314815,3639,"((0,3,2), (1,3,2), (2,0,1), (3,1,2), (3,2,1), (3,3,2))"
16693/216,77.28240741,3097,"((0,3,1), (1,3,1), (2,1,1), (2,3,2), (3,0,2), (3,2,2), (3,3,1))"
16697/216,77.30092593,2877,"((0,3,2), (2,0,2), (2,2,2), (2,3,1), (3,2,1), (3,3,2))"
16699/108,154.62037037,4,"((0,2,2), (0,3,2), (1,0,1), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16699/216,77.31018519,3876,"((0,3,1), (1,3,2), (2,1,2), (2,2,1), (2,3,1), (3,0,1), (3,3,2))"
16703/216,77.32870370,2917,"((0,3,2), (1,3,1), (2,1,2), (2,2,1), (3,0,2), (3,2,1), (3,3,2))"
16705/108,154.67592593,5,"((0,0,1), (0,1,2), (0,2,1), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16705/216,77.33796296,4118,"((0,3,1), (2,3,2), (3,1,2), (3,2,1), (3,3,2))"
16709/216,77.35648148,3604,"((0,3,2), (1,3,2), (2,3,2), (3,0,1), (3,1,2), (3,2,2))"
16711/216,77.36574074,3744,"((0,3,1), (1,3,1), (2,0,1), (2,2,2), (2,3,1), (3,2,1), (3,3,2))"
16715/216,77.38425926,3916,"((0,3,2), (2,2,2), (3,1,1), (3,2,2), (3,3,2))"
16717/108,154.78703704,9,"((0,1,1), (0,2,2), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16717/216,77.39351852,3226,"((0,3,1), (1,3,2), (2,0,2), (2,1,2), (2,2,1), (3,2,1), (3,3,2))"
16721/108,154.82407407,1,"((0,1,2), (0,2,2), (0,3,1), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16721/216,77.41203704,3570,"((0,3,2), (1,3,1), (2,0,1), (2,1,1), (2,3,2), (3,2,2), (3,3,1))"
16723/216,77.42129630,3027,"((0,3,1), (2,3,1), (3,0,2), (3,1,1), (3,2,2), (3,3,2))"
16727/216,77.43981481,3002,"((0,3,2), (1,3,2), (2,0,2), (2,2,2), (2,3,1), (3,1,2), (3,3,1))"
16729/108,154.89814815,1,"((0,0,1), (0,1,2), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16729/216,77.44907407,3741,"((0,3,1), (1,3,1), (2,2,2), (3,0,1), (3,2,2), (3,3,2))"
16733/216,77.46759259,2867,"((0,3,2), (2,3,2), (3,0,2), (3,2,1), (3,3,2))"
16735/108,154.95370370,8,"((0,1,2), (0,2,2), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,2), (2,1,1), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16735/216,77.47685185,4355,"((0,3,1), (1,3,2), (2,1,1), (2,3,2), (3,2,2), (3,3,1))"
16739/216,77.49537037,3536,"((0,3,2), (1,3,1), (2,1,1), (2,2,2), (2,3,1), (3,0,1), (3,3,2))"
16741/108,155.00925926,1,"((0,1,1), (0,2,1), (0,3,2), (1,0,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16741/216,77.50462963,3729,"((0,3,1), (2,0,2), (2,1,1), (3,0,1), (3,1,2), (3,2,2), (3,3,2))"
16745/216,77.52314815,4052,"((0,3,2), (1,3,2), (2,1,2), (2,2,1), (3,2,1), (3,3,2))"
16747/216,77.53240741,3079,"((0,3,1), (1,3,1), (2,0,2), (2,3,2), (3,2,1), (3,3,2))"
16751/216,77.55092593,3522,"((0,3,2), (2,0,1), (2,3,1), (3,1,1), (3,2,2), (3,3,2))"
16753/108,155.12037037,2,"((0,0,2), (0,2,2), (0,3,2), (1,1,2), (1,2,2), (1,3,2), (2,0,1), (2,1,2), (2,2,2), (2,3,2), (3,0,2), (3,1,2), (3,2,2), (3,3,2))"
16753/216,77.56018519,3219,"((0,3,1), (1,3,2), (2,1,2), (2,3,1), (3,0,2), (3,2,2), (3,3,1))"
