element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
20/9,2.22222222,20,9,"[2, 3, 5]","[2, -2, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
20/27,0.74074074,20,27,"[2, 3, 5]","[2, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
22/9,2.44444444,22,9,"[2, 3, 11]","[1, -2, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
23/9,2.55555556,23,9,"[3, 23]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
25/9,2.77777778,25,9,"[3, 5]","[0, -2, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26/9,2.88888889,26,9,"[2, 3, 13]","[1, -2, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
26/27,0.96296296,26,27,"[2, 3, 13]","[1, -3, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
28/9,3.11111111,28,9,"[2, 3, 7]","[2, -2, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
28/27,1.03703704,28,27,"[2, 3, 7]","[2, -3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
29/9,3.22222222,29,9,"[3, 29]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
31/9,3.44444444,31,9,"[3, 31]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
32/9,3.55555556,32,9,"[2, 3]","[5, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
32/27,1.18518519,32,27,"[2, 3]","[5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
32/81,0.39506173,32,81,"[2, 3]","[5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
32/243,0.13168724,32,243,"[2, 3]","[5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
34/9,3.77777778,34,9,"[2, 3, 17]","[1, -2, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
34/27,1.25925926,34,27,"[2, 3, 17]","[1, -3, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
35/9,3.88888889,35,9,"[3, 5, 7]","[0, -2, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
35/27,1.29629630,35,27,"[3, 5, 7]","[0, -3, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37/9,4.11111111,37,9,"[3, 37]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
38/9,4.22222222,38,9,"[2, 3, 19]","[1, -2, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
38/27,1.40740741,38,27,"[2, 3, 19]","[1, -3, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
40/9,4.44444444,40,9,"[2, 3, 5]","[3, -2, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
40/27,1.48148148,40,27,"[2, 3, 5]","[3, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
40/81,0.49382716,40,81,"[2, 3, 5]","[3, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
41/9,4.55555556,41,9,"[3, 41]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
43/9,4.77777778,43,9,"[3, 43]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
43/27,1.59259259,43,27,"[3, 43]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
44/9,4.88888889,44,9,"[2, 3, 11]","[2, -2, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
44/27,1.62962963,44,27,"[2, 3, 11]","[2, -3, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
46/9,5.11111111,46,9,"[2, 3, 23]","[1, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
46/27,1.70370370,46,27,"[2, 3, 23]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
47/9,5.22222222,47,9,"[3, 47]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
47/27,1.74074074,47,27,"[3, 47]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
49/9,5.44444444,49,9,"[3, 7]","[0, -2, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
50/9,5.55555556,50,9,"[2, 3, 5]","[1, -2, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
50/27,1.85185185,50,27,"[2, 3, 5]","[1, -3, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
52/9,5.77777778,52,9,"[2, 3, 13]","[2, -2, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
52/27,1.92592593,52,27,"[2, 3, 13]","[2, -3, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
52/81,0.64197531,52,81,"[2, 3, 13]","[2, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
53/9,5.88888889,53,9,"[3, 53]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
53/27,1.96296296,53,27,"[3, 53]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
55/9,6.11111111,55,9,"[3, 5, 11]","[0, -2, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
55/27,2.03703704,55,27,"[3, 5, 11]","[0, -3, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
56/9,6.22222222,56,9,"[2, 3, 7]","[3, -2, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
56/27,2.07407407,56,27,"[2, 3, 7]","[3, -3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
56/81,0.69135802,56,81,"[2, 3, 7]","[3, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
58/27,2.14814815,58,27,"[2, 3, 29]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
59/9,6.55555556,59,9,"[3, 59]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
59/27,2.18518519,59,27,"[3, 59]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
61/9,6.77777778,61,9,"[3, 61]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
61/27,2.25925926,61,27,"[3, 61]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
62/27,2.29629630,62,27,"[2, 3, 31]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
64/27,2.37037037,64,27,"[2, 3]","[6, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
64/81,0.79012346,64,81,"[2, 3]","[6, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
64/243,0.26337449,64,243,"[2, 3]","[6, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
65/9,7.22222222,65,9,"[3, 5, 13]","[0, -2, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
65/27,2.40740741,65,27,"[3, 5, 13]","[0, -3, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
67/27,2.48148148,67,27,"[3, 67]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
68/27,2.51851852,68,27,"[2, 3, 17]","[2, -3, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
68/81,0.83950617,68,81,"[2, 3, 17]","[2, -4, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
70/27,2.59259259,70,27,"[2, 3, 5, 7]","[1, -3, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
70/81,0.86419753,70,81,"[2, 3, 5, 7]","[1, -4, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
71/27,2.62962963,71,27,"[3, 71]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
73/27,2.70370370,73,27,"[3, 73]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
74/27,2.74074074,74,27,"[2, 3, 37]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
76/27,2.81481481,76,27,"[2, 3, 19]","[2, -3, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
76/81,0.93827160,76,81,"[2, 3, 19]","[2, -4, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
77/27,2.85185185,77,27,"[3, 7, 11]","[0, -3, 0, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
79/27,2.92592593,79,27,"[3, 79]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
80/27,2.96296296,80,27,"[2, 3, 5]","[4, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
80/81,0.98765432,80,81,"[2, 3, 5]","[4, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
80/243,0.32921811,80,243,"[2, 3, 5]","[4, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
82/27,3.03703704,82,27,"[2, 3, 41]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
83/27,3.07407407,83,27,"[3, 83]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
85/27,3.14814815,85,27,"[3, 5, 17]","[0, -3, 1, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
86/27,3.18518519,86,27,"[2, 3, 43]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
86/81,1.06172840,86,81,"[2, 3, 43]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88/27,3.25925926,88,27,"[2, 3, 11]","[3, -3, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88/81,1.08641975,88,81,"[2, 3, 11]","[3, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
89/27,3.29629630,89,27,"[3, 89]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91/27,3.37037037,91,27,"[3, 7, 13]","[0, -3, 0, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92/27,3.40740741,92,27,"[2, 3, 23]","[2, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92/81,1.13580247,92,81,"[2, 3, 23]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94/27,3.48148148,94,27,"[2, 3, 47]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94/81,1.16049383,94,81,"[2, 3, 47]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95/27,3.51851852,95,27,"[3, 5, 19]","[0, -3, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
97/27,3.59259259,97,27,"[3, 97]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97/81,1.19753086,97,81,"[3, 97]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
98/27,3.62962963,98,27,"[2, 3, 7]","[1, -3, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
100/27,3.70370370,100,27,"[2, 3, 5]","[2, -3, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
100/81,1.23456790,100,81,"[2, 3, 5]","[2, -4, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
101/27,3.74074074,101,27,"[3, 101]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
103/27,3.81481481,103,27,"[3, 103]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
104/27,3.85185185,104,27,"[2, 3, 13]","[3, -3, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
104/81,1.28395062,104,81,"[2, 3, 13]","[3, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
104/243,0.42798354,104,243,"[2, 3, 13]","[3, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
106/27,3.92592593,106,27,"[2, 3, 53]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
106/81,1.30864198,106,81,"[2, 3, 53]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
107/27,3.96296296,107,27,"[3, 107]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
109/27,4.03703704,109,27,"[3, 109]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
110/27,4.07407407,110,27,"[2, 3, 5, 11]","[1, -3, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
110/81,1.35802469,110,81,"[2, 3, 5, 11]","[1, -4, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
112/27,4.14814815,112,27,"[2, 3, 7]","[4, -3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
112/81,1.38271605,112,81,"[2, 3, 7]","[4, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
112/243,0.46090535,112,243,"[2, 3, 7]","[4, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
113/27,4.18518519,113,27,"[3, 113]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
113/81,1.39506173,113,81,"[3, 113]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
115/27,4.25925926,115,27,"[3, 5, 23]","[0, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
116/27,4.29629630,116,27,"[2, 3, 29]","[2, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
116/81,1.43209877,116,81,"[2, 3, 29]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
118/27,4.37037037,118,27,"[2, 3, 59]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
118/81,1.45679012,118,81,"[2, 3, 59]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
119/27,4.40740741,119,27,"[3, 7, 17]","[0, -3, 0, 1, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
121/27,4.48148148,121,27,"[3, 11]","[0, -3, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
121/81,1.49382716,121,81,"[3, 11]","[0, -4, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
122/27,4.51851852,122,27,"[2, 3, 61]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
122/81,1.50617284,122,81,"[2, 3, 61]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
124/27,4.59259259,124,27,"[2, 3, 31]","[2, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
124/81,1.53086420,124,81,"[2, 3, 31]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
125/27,4.62962963,125,27,"[3, 5]","[0, -3, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
127/27,4.70370370,127,27,"[3, 127]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
128/27,4.74074074,128,27,"[2, 3]","[7, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
128/81,1.58024691,128,81,"[2, 3]","[7, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
128/243,0.52674897,128,243,"[2, 3]","[7, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
130/27,4.81481481,130,27,"[2, 3, 5, 13]","[1, -3, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
130/81,1.60493827,130,81,"[2, 3, 5, 13]","[1, -4, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
131/27,4.85185185,131,27,"[3, 131]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
133/27,4.92592593,133,27,"[3, 7, 19]","[0, -3, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
133/81,1.64197531,133,81,"[3, 7, 19]","[0, -4, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
134/27,4.96296296,134,27,"[2, 3, 67]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
134/81,1.65432099,134,81,"[2, 3, 67]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
136/27,5.03703704,136,27,"[2, 3, 17]","[3, -3, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
136/81,1.67901235,136,81,"[2, 3, 17]","[3, -4, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
136/243,0.55967078,136,243,"[2, 3, 17]","[3, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
137/27,5.07407407,137,27,"[3, 137]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
137/81,1.69135802,137,81,"[3, 137]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
139/27,5.14814815,139,27,"[3, 139]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
140/27,5.18518519,140,27,"[2, 3, 5, 7]","[2, -3, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
140/81,1.72839506,140,81,"[2, 3, 5, 7]","[2, -4, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
140/243,0.57613169,140,243,"[2, 3, 5, 7]","[2, -5, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
142/27,5.25925926,142,27,"[2, 3, 71]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
142/81,1.75308642,142,81,"[2, 3, 71]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
143/27,5.29629630,143,27,"[3, 11, 13]","[0, -3, 0, 0, 1, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
145/27,5.37037037,145,27,"[3, 5, 29]","[0, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
145/81,1.79012346,145,81,"[3, 5, 29]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
146/27,5.40740741,146,27,"[2, 3, 73]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
146/81,1.80246914,146,81,"[2, 3, 73]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
148/27,5.48148148,148,27,"[2, 3, 37]","[2, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
148/81,1.82716049,148,81,"[2, 3, 37]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
149/27,5.51851852,149,27,"[3, 149]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
149/81,1.83950617,149,81,"[3, 149]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
151/27,5.59259259,151,27,"[3, 151]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
151/81,1.86419753,151,81,"[3, 151]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
152/27,5.62962963,152,27,"[2, 3, 19]","[3, -3, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
152/81,1.87654321,152,81,"[2, 3, 19]","[3, -4, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
152/243,0.62551440,152,243,"[2, 3, 19]","[3, -5, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
154/27,5.70370370,154,27,"[2, 3, 7, 11]","[1, -3, 0, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
