element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
335/81,4.13580247,335,81,"[3, 5, 67]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
337/81,4.16049383,337,81,"[3, 337]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
338/81,4.17283951,338,81,"[2, 3, 13]","[1, -4, 0, 0, 0, 2, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
338/243,1.39094650,338,243,"[2, 3, 13]","[1, -5, 0, 0, 0, 2, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
340/81,4.19753086,340,81,"[2, 3, 5, 17]","[2, -4, 1, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
340/243,1.39917695,340,243,"[2, 3, 5, 17]","[2, -5, 1, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
341/81,4.20987654,341,81,"[3, 11, 31]","[0, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
343/81,4.23456790,343,81,"[3, 7]","[0, -4, 0, 3, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
344/81,4.24691358,344,81,"[2, 3, 43]","[3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
344/243,1.41563786,344,243,"[2, 3, 43]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
346/81,4.27160494,346,81,"[2, 3, 173]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
346/243,1.42386831,346,243,"[2, 3, 173]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
347/81,4.28395062,347,81,"[3, 347]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
347/243,1.42798354,347,243,"[3, 347]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
349/81,4.30864198,349,81,"[3, 349]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
350/81,4.32098765,350,81,"[2, 3, 5, 7]","[1, -4, 2, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
350/243,1.44032922,350,243,"[2, 3, 5, 7]","[1, -5, 2, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
352/81,4.34567901,352,81,"[2, 3, 11]","[5, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
352/243,1.44855967,352,243,"[2, 3, 11]","[5, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
353/81,4.35802469,353,81,"[3, 353]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
355/81,4.38271605,355,81,"[3, 5, 71]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
355/243,1.46090535,355,243,"[3, 5, 71]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
356/81,4.39506173,356,81,"[2, 3, 89]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
356/243,1.46502058,356,243,"[2, 3, 89]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
358/81,4.41975309,358,81,"[2, 3, 179]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
359/81,4.43209877,359,81,"[3, 359]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
361/81,4.45679012,361,81,"[3, 19]","[0, -4, 0, 0, 0, 0, 0, 2]","[2, 3, 5, 7, 11, 13, 17, 19]"
362/81,4.46913580,362,81,"[2, 3, 181]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
362/243,1.48971193,362,243,"[2, 3, 181]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
364/81,4.49382716,364,81,"[2, 3, 7, 13]","[2, -4, 0, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
364/243,1.49794239,364,243,"[2, 3, 7, 13]","[2, -5, 0, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
365/81,4.50617284,365,81,"[3, 5, 73]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
367/81,4.53086420,367,81,"[3, 367]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
368/81,4.54320988,368,81,"[2, 3, 23]","[4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
368/243,1.51440329,368,243,"[2, 3, 23]","[4, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
370/81,4.56790123,370,81,"[2, 3, 5, 37]","[1, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
370/243,1.52263374,370,243,"[2, 3, 5, 37]","[1, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
371/81,4.58024691,371,81,"[3, 7, 53]","[0, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
371/243,1.52674897,371,243,"[3, 7, 53]","[0, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
373/81,4.60493827,373,81,"[3, 373]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
374/81,4.61728395,374,81,"[2, 3, 11, 17]","[1, -4, 0, 0, 1, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
374/243,1.53909465,374,243,"[2, 3, 11, 17]","[1, -5, 0, 0, 1, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
376/81,4.64197531,376,81,"[2, 3, 47]","[3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
376/243,1.54732510,376,243,"[2, 3, 47]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
377/81,4.65432099,377,81,"[3, 13, 29]","[0, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
379/81,4.67901235,379,81,"[3, 379]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
379/243,1.55967078,379,243,"[3, 379]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
380/81,4.69135802,380,81,"[2, 3, 5, 19]","[2, -4, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
380/243,1.56378601,380,243,"[2, 3, 5, 19]","[2, -5, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
382/81,4.71604938,382,81,"[2, 3, 191]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
382/243,1.57201646,382,243,"[2, 3, 191]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
383/81,4.72839506,383,81,"[3, 383]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
383/243,1.57613169,383,243,"[3, 383]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
385/81,4.75308642,385,81,"[3, 5, 7, 11]","[0, -4, 1, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
386/81,4.76543210,386,81,"[2, 3, 193]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
386/243,1.58847737,386,243,"[2, 3, 193]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
388/81,4.79012346,388,81,"[2, 3, 97]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
388/243,1.59670782,388,243,"[2, 3, 97]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
389/81,4.80246914,389,81,"[3, 389]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
391/81,4.82716049,391,81,"[3, 17, 23]","[0, -4, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
392/81,4.83950617,392,81,"[2, 3, 7]","[3, -4, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
392/243,1.61316872,392,243,"[2, 3, 7]","[3, -5, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
394/81,4.86419753,394,81,"[2, 3, 197]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
394/243,1.62139918,394,243,"[2, 3, 197]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
395/81,4.87654321,395,81,"[3, 5, 79]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
395/243,1.62551440,395,243,"[3, 5, 79]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
397/81,4.90123457,397,81,"[3, 397]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
398/81,4.91358025,398,81,"[2, 3, 199]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
398/243,1.63786008,398,243,"[2, 3, 199]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
400/81,4.93827160,400,81,"[2, 3, 5]","[4, -4, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
400/243,1.64609053,400,243,"[2, 3, 5]","[4, -5, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
401/81,4.95061728,401,81,"[3, 401]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
403/81,4.97530864,403,81,"[3, 13, 31]","[0, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
403/243,1.65843621,403,243,"[3, 13, 31]","[0, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
404/81,4.98765432,404,81,"[2, 3, 101]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
404/243,1.66255144,404,243,"[2, 3, 101]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
406/81,5.01234568,406,81,"[2, 3, 7, 29]","[1, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
406/243,1.67078189,406,243,"[2, 3, 7, 29]","[1, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
407/81,5.02469136,407,81,"[3, 11, 37]","[0, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
409/81,5.04938272,409,81,"[3, 409]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
410/81,5.06172840,410,81,"[2, 3, 5, 41]","[1, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
410/243,1.68724280,410,243,"[2, 3, 5, 41]","[1, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
412/81,5.08641975,412,81,"[2, 3, 103]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
412/243,1.69547325,412,243,"[2, 3, 103]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
413/81,5.09876543,413,81,"[3, 7, 59]","[0, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
415/81,5.12345679,415,81,"[3, 5, 83]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
415/243,1.70781893,415,243,"[3, 5, 83]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
416/81,5.13580247,416,81,"[2, 3, 13]","[5, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
416/243,1.71193416,416,243,"[2, 3, 13]","[5, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
418/81,5.16049383,418,81,"[2, 3, 11, 19]","[1, -4, 0, 0, 1, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
418/243,1.72016461,418,243,"[2, 3, 11, 19]","[1, -5, 0, 0, 1, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
419/81,5.17283951,419,81,"[3, 419]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
419/243,1.72427984,419,243,"[3, 419]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
421/81,5.19753086,421,81,"[3, 421]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
422/81,5.20987654,422,81,"[2, 3, 211]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
422/243,1.73662551,422,243,"[2, 3, 211]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
424/81,5.23456790,424,81,"[2, 3, 53]","[3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
424/243,1.74485597,424,243,"[2, 3, 53]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
425/81,5.24691358,425,81,"[3, 5, 17]","[0, -4, 2, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
427/81,5.27160494,427,81,"[3, 7, 61]","[0, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
427/243,1.75720165,427,243,"[3, 7, 61]","[0, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
428/81,5.28395062,428,81,"[2, 3, 107]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
428/243,1.76131687,428,243,"[2, 3, 107]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
430/81,5.30864198,430,81,"[2, 3, 5, 43]","[1, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
430/243,1.76954733,430,243,"[2, 3, 5, 43]","[1, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
431/81,5.32098765,431,81,"[3, 431]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
431/243,1.77366255,431,243,"[3, 431]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
433/81,5.34567901,433,81,"[3, 433]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
434/81,5.35802469,434,81,"[2, 3, 7, 31]","[1, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
434/243,1.78600823,434,243,"[2, 3, 7, 31]","[1, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
436/81,5.38271605,436,81,"[2, 3, 109]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
436/243,1.79423868,436,243,"[2, 3, 109]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
437/81,5.39506173,437,81,"[3, 19, 23]","[0, -4, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
437/243,1.79835391,437,243,"[3, 19, 23]","[0, -5, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
439/81,5.41975309,439,81,"[3, 439]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
440/81,5.43209877,440,81,"[2, 3, 5, 11]","[3, -4, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
440/243,1.81069959,440,243,"[2, 3, 5, 11]","[3, -5, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
442/81,5.45679012,442,81,"[2, 3, 13, 17]","[1, -4, 0, 0, 0, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
442/243,1.81893004,442,243,"[2, 3, 13, 17]","[1, -5, 0, 0, 0, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
443/81,5.46913580,443,81,"[3, 443]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
443/243,1.82304527,443,243,"[3, 443]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
445/81,5.49382716,445,81,"[3, 5, 89]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
446/81,5.50617284,446,81,"[2, 3, 223]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
446/243,1.83539095,446,243,"[2, 3, 223]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
448/81,5.53086420,448,81,"[2, 3, 7]","[6, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
448/243,1.84362140,448,243,"[2, 3, 7]","[6, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
449/81,5.54320988,449,81,"[3, 449]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
451/81,5.56790123,451,81,"[3, 11, 41]","[0, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
451/243,1.85596708,451,243,"[3, 11, 41]","[0, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
452/81,5.58024691,452,81,"[2, 3, 113]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
452/243,1.86008230,452,243,"[2, 3, 113]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
454/81,5.60493827,454,81,"[2, 3, 227]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
454/243,1.86831276,454,243,"[2, 3, 227]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
455/81,5.61728395,455,81,"[3, 5, 7, 13]","[0, -4, 1, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
455/243,1.87242798,455,243,"[3, 5, 7, 13]","[0, -5, 1, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
457/81,5.64197531,457,81,"[3, 457]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
458/81,5.65432099,458,81,"[2, 3, 229]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
458/243,1.88477366,458,243,"[2, 3, 229]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
460/81,5.67901235,460,81,"[2, 3, 5, 23]","[2, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
460/243,1.89300412,460,243,"[2, 3, 5, 23]","[2, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
461/81,5.69135802,461,81,"[3, 461]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
463/81,5.71604938,463,81,"[3, 463]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
463/243,1.90534979,463,243,"[3, 463]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
464/81,5.72839506,464,81,"[2, 3, 29]","[4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
464/243,1.90946502,464,243,"[2, 3, 29]","[4, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
466/81,5.75308642,466,81,"[2, 3, 233]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
466/243,1.91769547,466,243,"[2, 3, 233]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
467/81,5.76543210,467,81,"[3, 467]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
467/243,1.92181070,467,243,"[3, 467]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
469/81,5.79012346,469,81,"[3, 7, 67]","[0, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
469/243,1.93004115,469,243,"[3, 7, 67]","[0, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
470/81,5.80246914,470,81,"[2, 3, 5, 47]","[1, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
470/243,1.93415638,470,243,"[2, 3, 5, 47]","[1, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
472/81,5.82716049,472,81,"[2, 3, 59]","[3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
472/243,1.94238683,472,243,"[2, 3, 59]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
473/81,5.83950617,473,81,"[3, 11, 43]","[0, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
475/81,5.86419753,475,81,"[3, 5, 19]","[0, -4, 2, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
475/243,1.95473251,475,243,"[3, 5, 19]","[0, -5, 2, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
476/81,5.87654321,476,81,"[2, 3, 7, 17]","[2, -4, 0, 1, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
476/243,1.95884774,476,243,"[2, 3, 7, 17]","[2, -5, 0, 1, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
478/81,5.90123457,478,81,"[2, 3, 239]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
478/243,1.96707819,478,243,"[2, 3, 239]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
479/81,5.91358025,479,81,"[3, 479]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
479/243,1.97119342,479,243,"[3, 479]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
481/81,5.93827160,481,81,"[3, 13, 37]","[0, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
482/81,5.95061728,482,81,"[2, 3, 241]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
482/243,1.98353909,482,243,"[2, 3, 241]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
484/81,5.97530864,484,81,"[2, 3, 11]","[2, -4, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
484/243,1.99176955,484,243,"[2, 3, 11]","[2, -5, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
485/81,5.98765432,485,81,"[3, 5, 97]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
485/243,1.99588477,485,243,"[3, 5, 97]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
487/81,6.01234568,487,81,"[3, 487]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
487/243,2.00411523,487,243,"[3, 487]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
488/81,6.02469136,488,81,"[2, 3, 61]","[3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
488/243,2.00823045,488,243,"[2, 3, 61]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
490/81,6.04938272,490,81,"[2, 3, 5, 7]","[1, -4, 1, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
490/243,2.01646091,490,243,"[2, 3, 5, 7]","[1, -5, 1, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
491/81,6.06172840,491,81,"[3, 491]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
491/243,2.02057613,491,243,"[3, 491]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
493/81,6.08641975,493,81,"[3, 17, 29]","[0, -4, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
494/81,6.09876543,494,81,"[2, 3, 13, 19]","[1, -4, 0, 0, 0, 1, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
494/243,2.03292181,494,243,"[2, 3, 13, 19]","[1, -5, 0, 0, 0, 1, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
496/81,6.12345679,496,81,"[2, 3, 31]","[4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
