element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
382/243,1.57201646,382,243,"[2, 3, 191]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
383/324,1.18209877,383,324,"[2, 3, 383]","[-2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
383/1944,0.19701646,383,1944,"[2, 3, 383]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
385/108,3.56481481,385,108,"[2, 3, 5, 7, 11]","[-2, -3, 1, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
385/162,2.37654321,385,162,"[2, 3, 5, 7, 11]","[-1, -4, 1, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
385/243,1.58436214,385,243,"[3, 5, 7, 11]","[0, -5, 1, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
385/648,0.59413580,385,648,"[2, 3, 5, 7, 11]","[-3, -4, 1, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
385/972,0.39609053,385,972,"[2, 3, 5, 7, 11]","[-2, -5, 1, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
385/3888,0.09902263,385,3888,"[2, 3, 5, 7, 11]","[-4, -5, 1, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
389/324,1.20061728,389,324,"[2, 3, 389]","[-2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
389/1944,0.20010288,389,1944,"[2, 3, 389]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
395/288,1.37152778,395,288,"[2, 3, 5, 79]","[-5, -2, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
401/324,1.23765432,401,324,"[2, 3, 401]","[-2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
401/1944,0.20627572,401,1944,"[2, 3, 401]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
403/288,1.39930556,403,288,"[2, 3, 13, 31]","[-5, -2, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
407/324,1.25617284,407,324,"[2, 3, 11, 37]","[-2, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
407/1944,0.20936214,407,1944,"[2, 3, 11, 37]","[-3, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
415/162,2.56172840,415,162,"[2, 3, 5, 83]","[-1, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
415/972,0.42695473,415,972,"[2, 3, 5, 83]","[-2, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
421/162,2.59876543,421,162,"[2, 3, 421]","[-1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
421/972,0.43312757,421,972,"[2, 3, 421]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
433/144,3.00694444,433,144,"[2, 3, 433]","[-4, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
433/216,2.00462963,433,216,"[2, 3, 433]","[-3, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
433/432,1.00231481,433,432,"[2, 3, 433]","[-4, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
433/864,0.50115741,433,864,"[2, 3, 433]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
433/1296,0.33410494,433,1296,"[2, 3, 433]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
433/2592,0.16705247,433,2592,"[2, 3, 433]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
433/7776,0.05568416,433,7776,"[2, 3, 433]","[-5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
437/144,3.03472222,437,144,"[2, 3, 19, 23]","[-4, -2, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
437/324,1.34876543,437,324,"[2, 3, 19, 23]","[-2, -4, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
437/432,1.01157407,437,432,"[2, 3, 19, 23]","[-4, -3, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
437/864,0.50578704,437,864,"[2, 3, 19, 23]","[-5, -3, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
437/1944,0.22479424,437,1944,"[2, 3, 19, 23]","[-3, -5, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
437/2592,0.16859568,437,2592,"[2, 3, 19, 23]","[-5, -4, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
439/216,2.03240741,439,216,"[2, 3, 439]","[-3, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
439/432,1.01620370,439,432,"[2, 3, 439]","[-4, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
439/1296,0.33873457,439,1296,"[2, 3, 439]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
439/2592,0.16936728,439,2592,"[2, 3, 439]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
439/7776,0.05645576,439,7776,"[2, 3, 439]","[-5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
443/288,1.53819444,443,288,"[2, 3, 443]","[-5, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
443/324,1.36728395,443,324,"[2, 3, 443]","[-2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
443/1944,0.22788066,443,1944,"[2, 3, 443]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
445/144,3.09027778,445,144,"[2, 3, 5, 89]","[-4, -2, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
445/216,2.06018519,445,216,"[2, 3, 5, 89]","[-3, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
445/432,1.03009259,445,432,"[2, 3, 5, 89]","[-4, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
445/864,0.51504630,445,864,"[2, 3, 5, 89]","[-5, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
445/1296,0.34336420,445,1296,"[2, 3, 5, 89]","[-4, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
445/2592,0.17168210,445,2592,"[2, 3, 5, 89]","[-5, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
445/7776,0.05722737,445,7776,"[2, 3, 5, 89]","[-5, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
449/432,1.03935185,449,432,"[2, 3, 449]","[-4, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
449/2592,0.17322531,449,2592,"[2, 3, 449]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
451/216,2.08796296,451,216,"[2, 3, 11, 41]","[-3, -3, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
451/288,1.56597222,451,288,"[2, 3, 11, 41]","[-5, -2, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
451/432,1.04398148,451,432,"[2, 3, 11, 41]","[-4, -3, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
451/1296,0.34799383,451,1296,"[2, 3, 11, 41]","[-4, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
451/2592,0.17399691,451,2592,"[2, 3, 11, 41]","[-5, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
451/7776,0.05799897,451,7776,"[2, 3, 11, 41]","[-5, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
455/324,1.40432099,455,324,"[2, 3, 5, 7, 13]","[-2, -4, 1, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
455/1944,0.23405350,455,1944,"[2, 3, 5, 7, 13]","[-3, -5, 1, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
457/144,3.17361111,457,144,"[2, 3, 457]","[-4, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
457/432,1.05787037,457,432,"[2, 3, 457]","[-4, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
457/864,0.52893519,457,864,"[2, 3, 457]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
457/2592,0.17631173,457,2592,"[2, 3, 457]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
461/144,3.20138889,461,144,"[2, 3, 461]","[-4, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
461/324,1.42283951,461,324,"[2, 3, 461]","[-2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
461/432,1.06712963,461,432,"[2, 3, 461]","[-4, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
461/864,0.53356481,461,864,"[2, 3, 461]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
461/1944,0.23713992,461,1944,"[2, 3, 461]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
461/2592,0.17785494,461,2592,"[2, 3, 461]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
463/432,1.07175926,463,432,"[2, 3, 463]","[-4, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
463/2592,0.17862654,463,2592,"[2, 3, 463]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
469/144,3.25694444,469,144,"[2, 3, 7, 67]","[-4, -2, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
469/216,2.17129630,469,216,"[2, 3, 7, 67]","[-3, -3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
469/432,1.08564815,469,432,"[2, 3, 7, 67]","[-4, -3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
469/864,0.54282407,469,864,"[2, 3, 7, 67]","[-5, -3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
469/1296,0.36188272,469,1296,"[2, 3, 7, 67]","[-4, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
469/2592,0.18094136,469,2592,"[2, 3, 7, 67]","[-5, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
469/7776,0.06031379,469,7776,"[2, 3, 7, 67]","[-5, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
473/432,1.09490741,473,432,"[2, 3, 11, 43]","[-4, -3, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
473/2592,0.18248457,473,2592,"[2, 3, 11, 43]","[-5, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
475/216,2.19907407,475,216,"[2, 3, 5, 19]","[-3, -3, 2, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
475/432,1.09953704,475,432,"[2, 3, 5, 19]","[-4, -3, 2, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
475/1296,0.36651235,475,1296,"[2, 3, 5, 19]","[-4, -4, 2, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
475/2592,0.18325617,475,2592,"[2, 3, 5, 19]","[-5, -4, 2, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
475/7776,0.06108539,475,7776,"[2, 3, 5, 19]","[-5, -5, 2, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
481/144,3.34027778,481,144,"[2, 3, 13, 37]","[-4, -2, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
481/216,2.22685185,481,216,"[2, 3, 13, 37]","[-3, -3, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
481/864,0.55671296,481,864,"[2, 3, 13, 37]","[-5, -3, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
481/1296,0.37114198,481,1296,"[2, 3, 13, 37]","[-4, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
481/7776,0.06185700,481,7776,"[2, 3, 13, 37]","[-5, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
485/144,3.36805556,485,144,"[2, 3, 5, 97]","[-4, -2, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
485/864,0.56134259,485,864,"[2, 3, 5, 97]","[-5, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
487/162,3.00617284,487,162,"[2, 3, 487]","[-1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
487/216,2.25462963,487,216,"[2, 3, 487]","[-3, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
487/972,0.50102881,487,972,"[2, 3, 487]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
487/1296,0.37577160,487,1296,"[2, 3, 487]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
487/7776,0.06262860,487,7776,"[2, 3, 487]","[-5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
490/243,2.01646091,490,243,"[2, 3, 5, 7]","[1, -5, 1, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
491/324,1.51543210,491,324,"[2, 3, 491]","[-2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
491/486,1.01028807,491,486,"[2, 3, 491]","[-1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
491/1944,0.25257202,491,1944,"[2, 3, 491]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
493/144,3.42361111,493,144,"[2, 3, 17, 29]","[-4, -2, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
493/162,3.04320988,493,162,"[2, 3, 17, 29]","[-1, -4, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
493/243,2.02880658,493,243,"[3, 17, 29]","[0, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
493/864,0.57060185,493,864,"[2, 3, 17, 29]","[-5, -3, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
493/972,0.50720165,493,972,"[2, 3, 17, 29]","[-2, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
497/324,1.53395062,497,324,"[2, 3, 7, 71]","[-2, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
497/1944,0.25565844,497,1944,"[2, 3, 7, 71]","[-3, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
502/243,2.06584362,502,243,"[2, 3, 251]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
503/486,1.03497942,503,486,"[2, 3, 503]","[-1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
505/144,3.50694444,505,144,"[2, 3, 5, 101]","[-4, -2, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
505/216,2.33796296,505,216,"[2, 3, 5, 101]","[-3, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
505/432,1.16898148,505,432,"[2, 3, 5, 101]","[-4, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
505/864,0.58449074,505,864,"[2, 3, 5, 101]","[-5, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
505/1296,0.38966049,505,1296,"[2, 3, 5, 101]","[-4, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
505/2592,0.19483025,505,2592,"[2, 3, 5, 101]","[-5, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
505/7776,0.06494342,505,7776,"[2, 3, 5, 101]","[-5, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
508/243,2.09053498,508,243,"[2, 3, 127]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
509/144,3.53472222,509,144,"[2, 3, 509]","[-4, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
509/324,1.57098765,509,324,"[2, 3, 509]","[-2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
509/432,1.17824074,509,432,"[2, 3, 509]","[-4, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
509/864,0.58912037,509,864,"[2, 3, 509]","[-5, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
509/1944,0.26183128,509,1944,"[2, 3, 509]","[-3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
509/2592,0.19637346,509,2592,"[2, 3, 509]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
511/216,2.36574074,511,216,"[2, 3, 7, 73]","[-3, -3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
511/432,1.18287037,511,432,"[2, 3, 7, 73]","[-4, -3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
511/1296,0.39429012,511,1296,"[2, 3, 7, 73]","[-4, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
511/2592,0.19714506,511,2592,"[2, 3, 7, 73]","[-5, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
511/7776,0.06571502,511,7776,"[2, 3, 7, 73]","[-5, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
515/324,1.58950617,515,324,"[2, 3, 5, 103]","[-2, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
515/1944,0.26491770,515,1944,"[2, 3, 5, 103]","[-3, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
517/144,3.59027778,517,144,"[2, 3, 11, 47]","[-4, -2, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
517/216,2.39351852,517,216,"[2, 3, 11, 47]","[-3, -3, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
517/432,1.19675926,517,432,"[2, 3, 11, 47]","[-4, -3, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
517/864,0.59837963,517,864,"[2, 3, 11, 47]","[-5, -3, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
517/1296,0.39891975,517,1296,"[2, 3, 11, 47]","[-4, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
517/2592,0.19945988,517,2592,"[2, 3, 11, 47]","[-5, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
517/7776,0.06648663,517,7776,"[2, 3, 11, 47]","[-5, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
521/432,1.20601852,521,432,"[2, 3, 521]","[-4, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
521/486,1.07201646,521,486,"[2, 3, 521]","[-1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
521/2592,0.20100309,521,2592,"[2, 3, 521]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
523/162,3.22839506,523,162,"[2, 3, 523]","[-1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
523/216,2.42129630,523,216,"[2, 3, 523]","[-3, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
523/432,1.21064815,523,432,"[2, 3, 523]","[-4, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
523/972,0.53806584,523,972,"[2, 3, 523]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
523/1296,0.40354938,523,1296,"[2, 3, 523]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
523/2592,0.20177469,523,2592,"[2, 3, 523]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
523/7776,0.06725823,523,7776,"[2, 3, 523]","[-5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
527/486,1.08436214,527,486,"[2, 3, 17, 31]","[-1, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
529/162,3.26543210,529,162,"[2, 3, 23]","[-1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
529/243,2.17695473,529,243,"[3, 23]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
529/432,1.22453704,529,432,"[2, 3, 23]","[-4, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
529/972,0.54423868,529,972,"[2, 3, 23]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
529/2592,0.20408951,529,2592,"[2, 3, 23]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
533/432,1.23379630,533,432,"[2, 3, 13, 41]","[-4, -3, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
533/2592,0.20563272,533,2592,"[2, 3, 13, 41]","[-5, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
535/243,2.20164609,535,243,"[3, 5, 107]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
535/432,1.23842593,535,432,"[2, 3, 5, 107]","[-4, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
535/2592,0.20640432,535,2592,"[2, 3, 5, 107]","[-5, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
541/162,3.33950617,541,162,"[2, 3, 541]","[-1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
541/216,2.50462963,541,216,"[2, 3, 541]","[-3, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
541/432,1.25231481,541,432,"[2, 3, 541]","[-4, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
541/972,0.55658436,541,972,"[2, 3, 541]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
541/1296,0.41743827,541,1296,"[2, 3, 541]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
541/2592,0.20871914,541,2592,"[2, 3, 541]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
541/7776,0.06957305,541,7776,"[2, 3, 541]","[-5, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
544/243,2.23868313,544,243,"[2, 3, 17]","[5, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
545/432,1.26157407,545,432,"[2, 3, 5, 109]","[-4, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
545/2592,0.21026235,545,2592,"[2, 3, 5, 109]","[-5, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
547/162,3.37654321,547,162,"[2, 3, 547]","[-1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
547/216,2.53240741,547,216,"[2, 3, 547]","[-3, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
547/243,2.25102881,547,243,"[3, 547]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
547/432,1.26620370,547,432,"[2, 3, 547]","[-4, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
547/972,0.56275720,547,972,"[2, 3, 547]","[-2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
547/1296,0.42206790,547,1296,"[2, 3, 547]","[-4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
547/2592,0.21103395,547,2592,"[2, 3, 547]","[-5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
