element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
171/32,5.34375000,171,32,"[2, 3, 19]","[-5, 2, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
173/32,5.40625000,173,32,"[2, 173]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
175/32,5.46875000,175,32,"[2, 5, 7]","[-5, 0, 2, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
177/32,5.53125000,177,32,"[2, 3, 59]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
179/32,5.59375000,179,32,"[2, 179]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
181/32,5.65625000,181,32,"[2, 181]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
183/32,5.71875000,183,32,"[2, 3, 61]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
185/32,5.78125000,185,32,"[2, 5, 37]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
187/32,5.84375000,187,32,"[2, 11, 17]","[-5, 0, 0, 0, 1, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
189/32,5.90625000,189,32,"[2, 3, 7]","[-5, 3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
