element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
1814/27,67.18518519,1814,27,"[2, 3, 907]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1816/27,67.25925926,1816,27,"[2, 3, 227]","[3, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1816/81,22.41975309,1816,81,"[2, 3, 227]","[3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1817/27,67.29629630,1817,27,"[3, 23, 79]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1817/81,22.43209877,1817,81,"[3, 23, 79]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1820/27,67.40740741,1820,27,"[2, 3, 5, 7, 13]","[2, -3, 1, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1825/81,22.53086420,1825,81,"[3, 5, 73]","[0, -4, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1826/27,67.62962963,1826,27,"[2, 3, 11, 83]","[1, -3, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1826/81,22.54320988,1826,81,"[2, 3, 11, 83]","[1, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1828/81,22.56790123,1828,81,"[2, 3, 457]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1829/27,67.74074074,1829,27,"[3, 31, 59]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1831/81,22.60493827,1831,81,"[3, 1831]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1835/27,67.96296296,1835,27,"[3, 5, 367]","[0, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1835/81,22.65432099,1835,81,"[3, 5, 367]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1837/81,22.67901235,1837,81,"[3, 11, 167]","[0, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1841/27,68.18518519,1841,27,"[3, 7, 263]","[0, -3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1841/81,22.72839506,1841,81,"[3, 7, 263]","[0, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1843/81,22.75308642,1843,81,"[3, 19, 97]","[0, -4, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
1844/27,68.29629630,1844,27,"[2, 3, 461]","[2, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1847/27,68.40740741,1847,27,"[3, 1847]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1850/27,68.51851852,1850,27,"[2, 3, 5, 37]","[1, -3, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1850/81,22.83950617,1850,81,"[2, 3, 5, 37]","[1, -4, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1853/81,22.87654321,1853,81,"[3, 17, 109]","[0, -4, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1855/81,22.90123457,1855,81,"[3, 5, 7, 53]","[0, -4, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1856/27,68.74074074,1856,27,"[2, 3, 29]","[6, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1861/81,22.97530864,1861,81,"[3, 1861]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1862/27,68.96296296,1862,27,"[2, 3, 7, 19]","[1, -3, 0, 2, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
1862/81,22.98765432,1862,81,"[2, 3, 7, 19]","[1, -4, 0, 2, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
1865/27,69.07407407,1865,27,"[3, 5, 373]","[0, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1867/81,23.04938272,1867,81,"[3, 1867]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1868/81,23.06172840,1868,81,"[2, 3, 467]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1870/81,23.08641975,1870,81,"[2, 3, 5, 11, 17]","[1, -4, 1, 0, 1, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1871/27,69.29629630,1871,27,"[3, 1871]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1873/81,23.12345679,1873,81,"[3, 1873]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1874/27,69.40740741,1874,27,"[2, 3, 937]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1877/27,69.51851852,1877,27,"[3, 1877]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1880/81,23.20987654,1880,81,"[2, 3, 5, 47]","[3, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1882/81,23.23456790,1882,81,"[2, 3, 941]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1885/81,23.27160494,1885,81,"[3, 5, 13, 29]","[0, -4, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1888/81,23.30864198,1888,81,"[2, 3, 59]","[5, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1889/27,69.96296296,1889,27,"[3, 1889]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1891/81,23.34567901,1891,81,"[3, 31, 61]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1892/27,70.07407407,1892,27,"[2, 3, 11, 43]","[2, -3, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1895/27,70.18518519,1895,27,"[3, 5, 379]","[0, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1895/81,23.39506173,1895,81,"[3, 5, 379]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1897/81,23.41975309,1897,81,"[3, 7, 271]","[0, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1898/81,23.43209877,1898,81,"[2, 3, 13, 73]","[1, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1901/27,70.40740741,1901,27,"[3, 1901]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1904/27,70.51851852,1904,27,"[2, 3, 7, 17]","[4, -3, 0, 1, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1906/81,23.53086420,1906,81,"[2, 3, 953]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1907/81,23.54320988,1907,81,"[3, 1907]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1910/27,70.74074074,1910,27,"[2, 3, 5, 191]","[1, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1912/81,23.60493827,1912,81,"[2, 3, 239]","[3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1916/27,70.96296296,1916,27,"[2, 3, 479]","[2, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1916/81,23.65432099,1916,81,"[2, 3, 479]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1918/81,23.67901235,1918,81,"[2, 3, 7, 137]","[1, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1919/27,71.07407407,1919,27,"[3, 19, 101]","[0, -3, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
1922/27,71.18518519,1922,27,"[2, 3, 31]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1922/81,23.72839506,1922,81,"[2, 3, 31]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1925/81,23.76543210,1925,81,"[3, 5, 7, 11]","[0, -4, 2, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1931/27,71.51851852,1931,27,"[3, 1931]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1931/81,23.83950617,1931,81,"[3, 1931]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1936/81,23.90123457,1936,81,"[2, 3, 11]","[4, -4, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1937/27,71.74074074,1937,27,"[3, 13, 149]","[0, -3, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1940/27,71.85185185,1940,27,"[2, 3, 5, 97]","[2, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1942/81,23.97530864,1942,81,"[2, 3, 971]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1943/81,23.98765432,1943,81,"[3, 29, 67]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1945/81,24.01234568,1945,81,"[3, 5, 389]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1946/27,72.07407407,1946,27,"[2, 3, 7, 139]","[1, -3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1948/81,24.04938272,1948,81,"[2, 3, 487]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1949/27,72.18518519,1949,27,"[3, 1949]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1951/81,24.08641975,1951,81,"[3, 1951]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1960/81,24.19753086,1960,81,"[2, 3, 5, 7]","[3, -4, 1, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1961/81,24.20987654,1961,81,"[3, 37, 53]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1963/81,24.23456790,1963,81,"[3, 13, 151]","[0, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1964/27,72.74074074,1964,27,"[2, 3, 491]","[2, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1966/81,24.27160494,1966,81,"[2, 3, 983]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1967/27,72.85185185,1967,27,"[3, 7, 281]","[0, -3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1970/81,24.32098765,1970,81,"[2, 3, 5, 197]","[1, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1972/81,24.34567901,1972,81,"[2, 3, 17, 29]","[2, -4, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1975/81,24.38271605,1975,81,"[3, 5, 79]","[0, -4, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1976/27,73.18518519,1976,27,"[2, 3, 13, 19]","[3, -3, 0, 0, 0, 1, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
1976/81,24.39506173,1976,81,"[2, 3, 13, 19]","[3, -4, 0, 0, 0, 1, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
1978/81,24.41975309,1978,81,"[2, 3, 23, 43]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1985/27,73.51851852,1985,27,"[3, 5, 397]","[0, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1985/81,24.50617284,1985,81,"[3, 5, 397]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1987/81,24.53086420,1987,81,"[3, 1987]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1988/81,24.54320988,1988,81,"[2, 3, 7, 71]","[2, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1991/27,73.74074074,1991,27,"[3, 11, 181]","[0, -3, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1993/81,24.60493827,1993,81,"[3, 1993]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1994/27,73.85185185,1994,27,"[2, 3, 997]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1997/81,24.65432099,1997,81,"[3, 1997]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2000/81,24.69135802,2000,81,"[2, 3, 5]","[4, -4, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2003/81,24.72839506,2003,81,"[3, 2003]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2005/81,24.75308642,2005,81,"[3, 5, 401]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2006/81,24.76543210,2006,81,"[2, 3, 17, 59]","[1, -4, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2012/27,74.51851852,2012,27,"[2, 3, 503]","[2, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2012/81,24.83950617,2012,81,"[2, 3, 503]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2017/81,24.90123457,2017,81,"[3, 2017]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2020/81,24.93827160,2020,81,"[2, 3, 5, 101]","[2, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2021/27,74.85185185,2021,27,"[3, 43, 47]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2023/81,24.97530864,2023,81,"[3, 7, 17]","[0, -4, 0, 1, 0, 0, 2, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2026/81,25.01234568,2026,81,"[2, 3, 1013]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2030/81,25.06172840,2030,81,"[2, 3, 5, 7, 29]","[1, -4, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2032/81,25.08641975,2032,81,"[2, 3, 127]","[4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2039/27,75.51851852,2039,27,"[3, 2039]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2041/81,25.19753086,2041,81,"[3, 13, 157]","[0, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2042/81,25.20987654,2042,81,"[2, 3, 1021]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2047/81,25.27160494,2047,81,"[3, 23, 89]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2050/81,25.30864198,2050,81,"[2, 3, 5, 41]","[1, -4, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2051/81,25.32098765,2051,81,"[3, 7, 293]","[0, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2053/81,25.34567901,2053,81,"[3, 2053]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2056/81,25.38271605,2056,81,"[2, 3, 257]","[3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2057/81,25.39506173,2057,81,"[3, 11, 17]","[0, -4, 0, 0, 2, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2060/81,25.43209877,2060,81,"[2, 3, 5, 103]","[2, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2066/27,76.51851852,2066,27,"[2, 3, 1033]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2066/81,25.50617284,2066,81,"[2, 3, 1033]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2068/81,25.53086420,2068,81,"[2, 3, 11, 47]","[2, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2075/81,25.61728395,2075,81,"[3, 5, 83]","[0, -4, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2078/81,25.65432099,2078,81,"[2, 3, 1039]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2080/81,25.67901235,2080,81,"[2, 3, 5, 13]","[5, -4, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2081/81,25.69135802,2081,81,"[3, 2081]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2086/81,25.75308642,2086,81,"[2, 3, 7, 149]","[1, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2087/81,25.76543210,2087,81,"[3, 2087]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2093/81,25.83950617,2093,81,"[3, 7, 13, 23]","[0, -4, 0, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2095/81,25.86419753,2095,81,"[3, 5, 419]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2098/81,25.90123457,2098,81,"[2, 3, 1049]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2101/81,25.93827160,2101,81,"[3, 11, 191]","[0, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2105/81,25.98765432,2105,81,"[3, 5, 421]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2107/81,26.01234568,2107,81,"[3, 7, 43]","[0, -4, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2110/81,26.04938272,2110,81,"[2, 3, 5, 211]","[1, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2111/81,26.06172840,2111,81,"[3, 2111]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2113/81,26.08641975,2113,81,"[3, 2113]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2120/81,26.17283951,2120,81,"[2, 3, 5, 53]","[3, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2122/81,26.19753086,2122,81,"[2, 3, 1061]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2123/81,26.20987654,2123,81,"[3, 11, 193]","[0, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2128/81,26.27160494,2128,81,"[2, 3, 7, 19]","[4, -4, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
2131/81,26.30864198,2131,81,"[3, 2131]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2132/81,26.32098765,2132,81,"[2, 3, 13, 41]","[2, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2135/81,26.35802469,2135,81,"[3, 5, 7, 61]","[0, -4, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2137/81,26.38271605,2137,81,"[3, 2137]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2138/81,26.39506173,2138,81,"[2, 3, 1069]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2141/81,26.43209877,2141,81,"[3, 2141]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2147/81,26.50617284,2147,81,"[3, 19, 113]","[0, -4, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
2155/81,26.60493827,2155,81,"[3, 5, 431]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2156/81,26.61728395,2156,81,"[2, 3, 7, 11]","[2, -4, 0, 2, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2161/81,26.67901235,2161,81,"[3, 2161]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2162/81,26.69135802,2162,81,"[2, 3, 23, 47]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2167/81,26.75308642,2167,81,"[3, 11, 197]","[0, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2168/81,26.76543210,2168,81,"[2, 3, 271]","[3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2176/81,26.86419753,2176,81,"[2, 3, 17]","[7, -4, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2182/81,26.93827160,2182,81,"[2, 3, 1091]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2185/81,26.97530864,2185,81,"[3, 5, 19, 23]","[0, -4, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
2186/81,26.98765432,2186,81,"[2, 3, 1093]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2188/81,27.01234568,2188,81,"[2, 3, 547]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2191/81,27.04938272,2191,81,"[3, 7, 313]","[0, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2192/81,27.06172840,2192,81,"[2, 3, 137]","[4, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2195/81,27.09876543,2195,81,"[3, 5, 439]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2200/81,27.16049383,2200,81,"[2, 3, 5, 11]","[3, -4, 2, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2201/81,27.17283951,2201,81,"[3, 31, 71]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2203/81,27.19753086,2203,81,"[3, 2203]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2210/81,27.28395062,2210,81,"[2, 3, 5, 13, 17]","[1, -4, 1, 0, 0, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2212/81,27.30864198,2212,81,"[2, 3, 7, 79]","[2, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2213/81,27.32098765,2213,81,"[3, 2213]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2216/81,27.35802469,2216,81,"[2, 3, 277]","[3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2218/81,27.38271605,2218,81,"[2, 3, 1109]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2222/81,27.43209877,2222,81,"[2, 3, 11, 101]","[1, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2225/81,27.46913580,2225,81,"[3, 5, 89]","[0, -4, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2228/81,27.50617284,2228,81,"[2, 3, 557]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2230/81,27.53086420,2230,81,"[2, 3, 5, 223]","[1, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2236/81,27.60493827,2236,81,"[2, 3, 13, 43]","[2, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2237/81,27.61728395,2237,81,"[3, 2237]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2242/81,27.67901235,2242,81,"[2, 3, 19, 59]","[1, -4, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
2243/81,27.69135802,2243,81,"[3, 2243]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2245/81,27.71604938,2245,81,"[3, 5, 449]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2248/81,27.75308642,2248,81,"[2, 3, 281]","[3, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
2255/81,27.83950617,2255,81,"[3, 5, 11, 41]","[0, -4, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
