element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
35,35.00000000,35,1,"[5, 7]","[0, 0, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
35/3,11.66666667,35,3,"[3, 5, 7]","[0, -1, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
36,36.00000000,36,1,"[2, 3]","[2, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
37,37.00000000,37,1,[37],"[0, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
38,38.00000000,38,1,"[2, 19]","[1, 0, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
38/3,12.66666667,38,3,"[2, 3, 19]","[1, -1, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
40/3,13.33333333,40,3,"[2, 3, 5]","[3, -1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
40/9,4.44444444,40,9,"[2, 3, 5]","[3, -2, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
41/3,13.66666667,41,3,"[3, 41]","[0, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
43/3,14.33333333,43,3,"[3, 43]","[0, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
43/9,4.77777778,43,9,"[3, 43]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
44/3,14.66666667,44,3,"[2, 3, 11]","[2, -1, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
46/3,15.33333333,46,3,"[2, 3, 23]","[1, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
49/3,16.33333333,49,3,"[3, 7]","[0, -1, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
49/9,5.44444444,49,9,"[3, 7]","[0, -2, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
50/3,16.66666667,50,3,"[2, 3, 5]","[1, -1, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
50/9,5.55555556,50,9,"[2, 3, 5]","[1, -2, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
52/9,5.77777778,52,9,"[2, 3, 13]","[2, -2, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
53/3,17.66666667,53,3,"[3, 53]","[0, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
55/3,18.33333333,55,3,"[3, 5, 11]","[0, -1, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
55/9,6.11111111,55,9,"[3, 5, 11]","[0, -2, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
56/3,18.66666667,56,3,"[2, 3, 7]","[3, -1, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
58/3,19.33333333,58,3,"[2, 3, 29]","[1, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
58/9,6.44444444,58,9,"[2, 3, 29]","[1, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
59/3,19.66666667,59,3,"[3, 59]","[0, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
59/9,6.55555556,59,9,"[3, 59]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
60,60.00000000,60,1,"[2, 3, 5]","[2, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
61,61.00000000,61,1,[61],"[0, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
61/3,20.33333333,61,3,"[3, 61]","[0, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
62,62.00000000,62,1,"[2, 31]","[1, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
63,63.00000000,63,1,"[3, 7]","[0, 2, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
64/3,21.33333333,64,3,"[2, 3]","[6, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
64/9,7.11111111,64,9,"[2, 3]","[6, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
65/3,21.66666667,65,3,"[3, 5, 13]","[0, -1, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
65/9,7.22222222,65,9,"[3, 5, 13]","[0, -2, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
67/9,7.44444444,67,9,"[3, 67]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
68/3,22.66666667,68,3,"[2, 3, 17]","[2, -1, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
68/9,7.55555556,68,9,"[2, 3, 17]","[2, -2, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
70/9,7.77777778,70,9,"[2, 3, 5, 7]","[1, -2, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
71/3,23.66666667,71,3,"[3, 71]","[0, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
73/9,8.11111111,73,9,"[3, 73]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
74/3,24.66666667,74,3,"[2, 3, 37]","[1, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
74/9,8.22222222,74,9,"[2, 3, 37]","[1, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
77/9,8.55555556,77,9,"[3, 7, 11]","[0, -2, 0, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
79/9,8.77777778,79,9,"[3, 79]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
80/9,8.88888889,80,9,"[2, 3, 5]","[4, -2, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
82/9,9.11111111,82,9,"[2, 3, 41]","[1, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
83/9,9.22222222,83,9,"[3, 83]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88/9,9.77777778,88,9,"[2, 3, 11]","[3, -2, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
89/9,9.88888889,89,9,"[3, 89]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92/9,10.22222222,92,9,"[2, 3, 23]","[2, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95/9,10.55555556,95,9,"[3, 5, 19]","[0, -2, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
97/9,10.77777778,97,9,"[3, 97]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
98/9,10.88888889,98,9,"[2, 3, 7]","[1, -2, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
100/3,33.33333333,100,3,"[2, 3, 5]","[2, -1, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
103/3,34.33333333,103,3,"[3, 103]","[0, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
104/9,11.55555556,104,9,"[2, 3, 13]","[3, -2, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
106/3,35.33333333,106,3,"[2, 3, 53]","[1, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
107/9,11.88888889,107,9,"[3, 107]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
109/3,36.33333333,109,3,"[3, 109]","[0, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
110/3,36.66666667,110,3,"[2, 3, 5, 11]","[1, -1, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
113/3,37.66666667,113,3,"[3, 113]","[0, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
113/9,12.55555556,113,9,"[3, 113]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
115/3,38.33333333,115,3,"[3, 5, 23]","[0, -1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
116/3,38.66666667,116,3,"[2, 3, 29]","[2, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
118/3,39.33333333,118,3,"[2, 3, 59]","[1, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
119/3,39.66666667,119,3,"[3, 7, 17]","[0, -1, 0, 1, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
121/3,40.33333333,121,3,"[3, 11]","[0, -1, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
122/9,13.55555556,122,9,"[2, 3, 61]","[1, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
124/3,41.33333333,124,3,"[2, 3, 31]","[2, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
125/9,13.88888889,125,9,"[3, 5]","[0, -2, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
125/27,4.62962963,125,27,"[3, 5]","[0, -3, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
134/9,14.88888889,134,9,"[2, 3, 67]","[1, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
140/9,15.55555556,140,9,"[2, 3, 5, 7]","[2, -2, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
143/9,15.88888889,143,9,"[3, 11, 13]","[0, -2, 0, 0, 1, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
149/9,16.55555556,149,9,"[3, 149]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
152/9,16.88888889,152,9,"[2, 3, 19]","[3, -2, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
152/27,5.62962963,152,27,"[2, 3, 19]","[3, -3, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
155/9,17.22222222,155,9,"[3, 5, 31]","[0, -2, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
158/9,17.55555556,158,9,"[2, 3, 79]","[1, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
164/9,18.22222222,164,9,"[2, 3, 41]","[2, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
167/9,18.55555556,167,9,"[3, 167]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
170/9,18.88888889,170,9,"[2, 3, 5, 17]","[1, -2, 1, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
170/27,6.29629630,170,27,"[2, 3, 5, 17]","[1, -3, 1, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
173/9,19.22222222,173,9,"[3, 173]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
175/3,58.33333333,175,3,"[3, 5, 7]","[0, -1, 2, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
175/9,19.44444444,175,9,"[3, 5, 7]","[0, -2, 2, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
178/3,59.33333333,178,3,"[2, 3, 89]","[1, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
179/9,19.88888889,179,9,"[3, 179]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
179/27,6.62962963,179,27,"[3, 179]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
181/3,60.33333333,181,3,"[3, 181]","[0, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
182/9,20.22222222,182,9,"[2, 3, 7, 13]","[1, -2, 0, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
184/3,61.33333333,184,3,"[2, 3, 23]","[3, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
184/9,20.44444444,184,9,"[2, 3, 23]","[3, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
185/3,61.66666667,185,3,"[3, 5, 37]","[0, -1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
188/3,62.66666667,188,3,"[2, 3, 47]","[2, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
188/9,20.88888889,188,9,"[2, 3, 47]","[2, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
190/3,63.33333333,190,3,"[2, 3, 5, 19]","[1, -1, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
190/9,21.11111111,190,9,"[2, 3, 5, 19]","[1, -2, 1, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
191/3,63.66666667,191,3,"[3, 191]","[0, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
193/3,64.33333333,193,3,"[3, 193]","[0, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
193/9,21.44444444,193,9,"[3, 193]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
194/3,64.66666667,194,3,"[2, 3, 97]","[1, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
196/3,65.33333333,196,3,"[2, 3, 7]","[2, -1, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
197/9,21.88888889,197,9,"[3, 197]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
197/27,7.29629630,197,27,"[3, 197]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
199/3,66.33333333,199,3,"[3, 199]","[0, -1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
199/9,22.11111111,199,9,"[3, 199]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
200/9,22.22222222,200,9,"[2, 3, 5]","[3, -2, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
200/27,7.40740741,200,27,"[2, 3, 5]","[3, -3, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
202/9,22.44444444,202,9,"[2, 3, 101]","[1, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
205/9,22.77777778,205,9,"[3, 5, 41]","[0, -2, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
206/27,7.62962963,206,27,"[2, 3, 103]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
208/9,23.11111111,208,9,"[2, 3, 13]","[4, -2, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
209/9,23.22222222,209,9,"[3, 11, 19]","[0, -2, 0, 0, 1, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
214/9,23.77777778,214,9,"[2, 3, 107]","[1, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
215/9,23.88888889,215,9,"[3, 5, 43]","[0, -2, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
215/27,7.96296296,215,27,"[3, 5, 43]","[0, -3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
217/9,24.11111111,217,9,"[3, 7, 31]","[0, -2, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
218/9,24.22222222,218,9,"[2, 3, 109]","[1, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
220/9,24.44444444,220,9,"[2, 3, 5, 11]","[2, -2, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
223/9,24.77777778,223,9,"[3, 223]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
224/9,24.88888889,224,9,"[2, 3, 7]","[5, -2, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
224/27,8.29629630,224,27,"[2, 3, 7]","[5, -3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
227/9,25.22222222,227,9,"[3, 227]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
227/27,8.40740741,227,27,"[3, 227]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
229/9,25.44444444,229,9,"[3, 229]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
230/9,25.55555556,230,9,"[2, 3, 5, 23]","[1, -2, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
232/9,25.77777778,232,9,"[2, 3, 29]","[3, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
233/9,25.88888889,233,9,"[3, 233]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
238/9,26.44444444,238,9,"[2, 3, 7, 17]","[1, -2, 0, 1, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
239/9,26.55555556,239,9,"[3, 239]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
242/9,26.88888889,242,9,"[2, 3, 11]","[1, -2, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
242/27,8.96296296,242,27,"[2, 3, 11]","[1, -3, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
245/9,27.22222222,245,9,"[3, 5, 7]","[0, -2, 1, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
245/27,9.07407407,245,27,"[3, 5, 7]","[0, -3, 1, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
247/9,27.44444444,247,9,"[3, 13, 19]","[0, -2, 0, 0, 0, 1, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
248/9,27.55555556,248,9,"[2, 3, 31]","[3, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
250/9,27.77777778,250,9,"[2, 3, 5]","[1, -2, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
250/27,9.25925926,250,27,"[2, 3, 5]","[1, -3, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
251/27,9.29629630,251,27,"[3, 251]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
254/9,28.22222222,254,9,"[2, 3, 127]","[1, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
254/27,9.40740741,254,27,"[2, 3, 127]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
257/9,28.55555556,257,9,"[3, 257]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
259/9,28.77777778,259,9,"[3, 7, 37]","[0, -2, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
260/27,9.62962963,260,27,"[2, 3, 5, 13]","[2, -3, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
263/9,29.22222222,263,9,"[3, 263]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
265/9,29.44444444,265,9,"[3, 5, 53]","[0, -2, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
268/9,29.77777778,268,9,"[2, 3, 67]","[2, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
269/27,9.96296296,269,27,"[3, 269]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
272/9,30.22222222,272,9,"[2, 3, 17]","[4, -2, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
272/27,10.07407407,272,27,"[2, 3, 17]","[4, -3, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
274/9,30.44444444,274,9,"[2, 3, 137]","[1, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
275/9,30.55555556,275,9,"[3, 5, 11]","[0, -2, 2, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
275/27,10.18518519,275,27,"[3, 5, 11]","[0, -3, 2, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
277/9,30.77777778,277,9,"[3, 277]","[0, -2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
277/27,10.25925926,277,27,"[3, 277]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
280/9,31.11111111,280,9,"[2, 3, 5, 7]","[3, -2, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
