element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
70/27,2.59259259,70,27,"[2, 3, 5, 7]","[1, -3, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
79/27,2.92592593,79,27,"[3, 79]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
82/27,3.03703704,82,27,"[2, 3, 41]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88/81,1.08641975,88,81,"[2, 3, 11]","[3, -4, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94/27,3.48148148,94,27,"[2, 3, 47]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97/27,3.59259259,97,27,"[3, 97]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97/81,1.19753086,97,81,"[3, 97]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
104/81,1.28395062,104,81,"[2, 3, 13]","[3, -4, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
106/27,3.92592593,106,27,"[2, 3, 53]","[1, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
109/27,4.03703704,109,27,"[3, 109]","[0, -3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
112/243,0.46090535,112,243,"[2, 3, 7]","[4, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
113/81,1.39506173,113,81,"[3, 113]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
121/27,4.48148148,121,27,"[3, 11]","[0, -3, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
124/81,1.53086420,124,81,"[2, 3, 31]","[2, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
128/729,0.17558299,128,729,"[2, 3]","[7, -6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
133/27,4.92592593,133,27,"[3, 7, 19]","[0, -3, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
133/81,1.64197531,133,81,"[3, 7, 19]","[0, -4, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
140/81,1.72839506,140,81,"[2, 3, 5, 7]","[2, -4, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
149/81,1.83950617,149,81,"[3, 149]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
160/243,0.65843621,160,243,"[2, 3, 5]","[5, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
169/81,2.08641975,169,81,"[3, 13]","[0, -4, 0, 0, 0, 2, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
172/243,0.70781893,172,243,"[2, 3, 43]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
178/81,2.19753086,178,81,"[2, 3, 89]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
185/81,2.28395062,185,81,"[3, 5, 37]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
194/81,2.39506173,194,81,"[2, 3, 97]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
205/81,2.53086420,205,81,"[3, 5, 41]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
208/243,0.85596708,208,243,"[2, 3, 13]","[4, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
208/729,0.28532236,208,729,"[2, 3, 13]","[4, -6, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
214/81,2.64197531,214,81,"[2, 3, 107]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
220/243,0.90534979,220,243,"[2, 3, 5, 11]","[2, -5, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
221/81,2.72839506,221,81,"[3, 13, 17]","[0, -4, 0, 0, 0, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
230/81,2.83950617,230,81,"[2, 3, 5, 23]","[1, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
250/81,3.08641975,250,81,"[2, 3, 5]","[1, -4, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
256/2187,0.11705533,256,2187,"[2, 3]","[8, -7, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
256/6561,0.03901844,256,6561,"[2, 3]","[8, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
259/81,3.19753086,259,81,"[3, 7, 37]","[0, -4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
266/81,3.28395062,266,81,"[2, 3, 7, 19]","[1, -4, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
268/243,1.10288066,268,243,"[2, 3, 67]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
272/729,0.37311385,272,729,"[2, 3, 17]","[4, -6, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
275/81,3.39506173,275,81,"[3, 5, 11]","[0, -4, 2, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
280/243,1.15226337,280,243,"[2, 3, 5, 7]","[3, -5, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
286/81,3.53086420,286,81,"[2, 3, 11, 13]","[1, -4, 0, 0, 1, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
295/81,3.64197531,295,81,"[3, 5, 59]","[0, -4, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
302/81,3.72839506,302,81,"[2, 3, 151]","[1, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
307/243,1.26337449,307,243,"[3, 307]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
311/81,3.83950617,311,81,"[3, 311]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
316/243,1.30041152,316,243,"[2, 3, 79]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
328/243,1.34979424,328,243,"[2, 3, 41]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
331/81,4.08641975,331,81,"[3, 331]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
347/81,4.28395062,347,81,"[3, 347]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
352/729,0.48285322,352,729,"[2, 3, 11]","[5, -6, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
355/243,1.46090535,355,243,"[3, 5, 71]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
367/81,4.53086420,367,81,"[3, 367]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
376/243,1.54732510,376,243,"[2, 3, 47]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
383/81,4.72839506,383,81,"[3, 383]","[0, -4, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
388/243,1.59670782,388,243,"[2, 3, 97]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
388/729,0.53223594,388,729,"[2, 3, 97]","[2, -6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
403/243,1.65843621,403,243,"[3, 13, 31]","[0, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
415/243,1.70781893,415,243,"[3, 5, 83]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
416/729,0.57064472,416,729,"[2, 3, 13]","[5, -6, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
424/243,1.74485597,424,243,"[2, 3, 53]","[3, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
436/243,1.79423868,436,243,"[2, 3, 109]","[2, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
448/2187,0.20484682,448,2187,"[2, 3, 7]","[6, -7, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
451/243,1.85596708,451,243,"[3, 11, 41]","[0, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
452/729,0.62002743,452,729,"[2, 3, 113]","[2, -6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
463/243,1.90534979,463,243,"[3, 463]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
484/243,1.99176955,484,243,"[2, 3, 11]","[2, -5, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
496/729,0.68038409,496,729,"[2, 3, 31]","[4, -6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
511/243,2.10288066,511,243,"[3, 7, 73]","[0, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
512/6561,0.07803688,512,6561,"[2, 3]","[9, -8, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
523/243,2.15226337,523,243,"[3, 523]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
532/243,2.18930041,532,243,"[2, 3, 7, 19]","[2, -5, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
532/729,0.72976680,532,729,"[2, 3, 7, 19]","[2, -6, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
550/243,2.26337449,550,243,"[2, 3, 5, 11]","[1, -5, 2, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
559/243,2.30041152,559,243,"[3, 13, 43]","[0, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
560/729,0.76817558,560,729,"[2, 3, 5, 7]","[4, -6, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
571/243,2.34979424,571,243,"[3, 571]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
596/729,0.81755830,596,729,"[2, 3, 149]","[2, -6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
598/243,2.46090535,598,243,"[2, 3, 13, 23]","[1, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
619/243,2.54732510,619,243,"[3, 619]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
631/243,2.59670782,631,243,"[3, 631]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
640/2187,0.29263832,640,2187,"[2, 3, 5]","[7, -7, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
646/243,2.65843621,646,243,"[2, 3, 17, 19]","[1, -5, 0, 0, 0, 0, 1, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
658/243,2.70781893,658,243,"[2, 3, 7, 47]","[1, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
667/243,2.74485597,667,243,"[3, 23, 29]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
676/729,0.92729767,676,729,"[2, 3, 13]","[2, -6, 0, 0, 0, 2, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
679/243,2.79423868,679,243,"[3, 7, 97]","[0, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
688/2187,0.31458619,688,2187,"[2, 3, 43]","[4, -7, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
694/243,2.85596708,694,243,"[2, 3, 347]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
706/243,2.90534979,706,243,"[2, 3, 353]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
712/729,0.97668038,712,729,"[2, 3, 89]","[3, -6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
727/243,2.99176955,727,243,"[3, 727]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
740/729,1.01508916,740,729,"[2, 3, 5, 37]","[2, -6, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
754/243,3.10288066,754,243,"[2, 3, 13, 29]","[1, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
766/243,3.15226337,766,243,"[2, 3, 383]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
775/243,3.18930041,775,243,"[3, 5, 31]","[0, -5, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
776/729,1.06447188,776,729,"[2, 3, 97]","[3, -6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
793/243,3.26337449,793,243,"[3, 13, 61]","[0, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
793/729,1.08779150,793,729,"[3, 13, 61]","[0, -6, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
802/243,3.30041152,802,243,"[2, 3, 401]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
814/243,3.34979424,814,243,"[2, 3, 11, 37]","[1, -5, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
820/729,1.12482853,820,729,"[2, 3, 5, 41]","[2, -6, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
832/2187,0.38042981,832,2187,"[2, 3, 13]","[6, -7, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
832/6561,0.12680994,832,6561,"[2, 3, 13]","[6, -8, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
841/243,3.46090535,841,243,"[3, 29]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
856/729,1.17421125,856,729,"[2, 3, 107]","[3, -6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
857/729,1.17558299,857,729,"[3, 857]","[0, -6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
862/243,3.54732510,862,243,"[2, 3, 431]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
874/243,3.59670782,874,243,"[2, 3, 19, 23]","[1, -5, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
880/2187,0.40237769,880,2187,"[2, 3, 5, 11]","[4, -7, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
884/729,1.21262003,884,729,"[2, 3, 13, 17]","[2, -6, 0, 0, 0, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
889/243,3.65843621,889,243,"[3, 7, 127]","[0, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
901/243,3.70781893,901,243,"[3, 17, 53]","[0, -5, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
910/243,3.74485597,910,243,"[2, 3, 5, 7, 13]","[1, -5, 1, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
920/729,1.26200274,920,729,"[2, 3, 5, 23]","[3, -6, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
922/243,3.79423868,922,243,"[2, 3, 461]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
937/243,3.85596708,937,243,"[3, 937]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
937/729,1.28532236,937,729,"[3, 937]","[0, -6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
949/243,3.90534979,949,243,"[3, 13, 73]","[0, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
970/243,3.99176955,970,243,"[2, 3, 5, 97]","[1, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
997/243,4.10288066,997,243,"[3, 997]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1000/729,1.37174211,1000,729,"[2, 3, 5]","[3, -6, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1001/729,1.37311385,1001,729,"[3, 7, 11, 13]","[0, -6, 0, 1, 1, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1009/243,4.15226337,1009,243,"[3, 1009]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1018/243,4.18930041,1018,243,"[2, 3, 509]","[1, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1024/19683,0.05202459,1024,19683,"[2, 3]","[10, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1024/59049,0.01734153,1024,59049,"[2, 3]","[10, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1036/729,1.42112483,1036,729,"[2, 3, 7, 37]","[2, -6, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1045/243,4.30041152,1045,243,"[3, 5, 11, 19]","[0, -5, 1, 0, 1, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
1057/243,4.34979424,1057,243,"[3, 7, 151]","[0, -5, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1064/729,1.45953361,1064,729,"[2, 3, 7, 19]","[3, -6, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
1072/2187,0.49016918,1072,2187,"[2, 3, 67]","[4, -7, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1081/729,1.48285322,1081,729,"[3, 23, 47]","[0, -6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1088/6561,0.16582838,1088,6561,"[2, 3, 17]","[6, -8, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1100/729,1.50891632,1100,729,"[2, 3, 5, 11]","[2, -6, 2, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1105/243,4.54732510,1105,243,"[3, 5, 13, 17]","[0, -5, 1, 0, 0, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1117/243,4.59670782,1117,243,"[3, 1117]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1117/729,1.53223594,1117,729,"[3, 1117]","[0, -6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1120/2187,0.51211706,1120,2187,"[2, 3, 5, 7]","[5, -7, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1144/729,1.56927298,1144,729,"[2, 3, 11, 13]","[3, -6, 0, 0, 1, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1145/729,1.57064472,1145,729,"[3, 5, 229]","[0, -6, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1153/243,4.74485597,1153,243,"[3, 1153]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1165/243,4.79423868,1165,243,"[3, 5, 233]","[0, -5, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1180/729,1.61865569,1180,729,"[2, 3, 5, 59]","[2, -6, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1181/729,1.62002743,1181,729,"[3, 1181]","[0, -6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1208/729,1.65706447,1208,729,"[2, 3, 151]","[3, -6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1213/243,4.99176955,1213,243,"[3, 1213]","[0, -5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1225/729,1.68038409,1225,729,"[3, 5, 7]","[0, -6, 2, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1228/2187,0.56149977,1228,2187,"[2, 3, 307]","[2, -7, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1244/729,1.70644719,1244,729,"[2, 3, 311]","[2, -6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1261/243,5.18930041,1261,243,"[3, 13, 97]","[0, -5, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1261/729,1.72976680,1261,729,"[3, 13, 97]","[0, -6, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1264/2187,0.57796068,1264,2187,"[2, 3, 79]","[4, -7, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
1289/729,1.76817558,1289,729,"[3, 1289]","[0, -6, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
