element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
87244/59049,1.47748480,87244,59049,"[2, 3, 17, 1283]","[2, -10, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
87289/59049,1.47824688,87289,59049,"[3, 41, 2129]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
87341/59049,1.47912750,87341,59049,"[3, 167, 523]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
87409/19683,4.44083727,87409,19683,"[3, 7, 12487]","[0, -9, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
87640/59049,1.48419110,87640,59049,"[2, 3, 5, 7, 313]","[3, -10, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
87649/19683,4.45303053,87649,19683,"[3, 87649]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
87656/59049,1.48446206,87656,59049,"[2, 3, 10957]","[3, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
87692/59049,1.48507172,87692,59049,"[2, 3, 11, 1993]","[2, -10, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
87737/59049,1.48583380,87737,59049,"[3, 13, 17, 397]","[0, -10, 0, 0, 0, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
87841/19683,4.46278514,87841,19683,"[3, 13, 29, 233]","[0, -9, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
87853/19683,4.46339481,87853,19683,"[3, 87853]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
87973/19683,4.46949144,87973,19683,"[3, 87973]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88009/59049,1.49044014,88009,59049,"[3, 17, 31, 167]","[0, -10, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88045/19683,4.47314942,88045,19683,"[3, 5, 17609]","[0, -9, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88177/19683,4.47985571,88177,19683,"[3, 88177]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88232/59049,1.49421667,88232,59049,"[2, 3, 41, 269]","[3, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88268/59049,1.49482633,88268,59049,"[2, 3, 22067]","[2, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88313/59049,1.49558841,88313,59049,"[3, 47, 1879]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88504/59049,1.49882301,88504,59049,"[2, 3, 13, 23, 37]","[3, -10, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88585/59049,1.50019475,88585,59049,"[3, 5, 7, 2531]","[0, -10, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88609/19683,4.50180359,88609,19683,"[3, 88609]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88621/19683,4.50241325,88621,19683,"[3, 13, 17, 401]","[0, -9, 0, 0, 0, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88621/59049,1.50080442,88621,59049,"[3, 13, 17, 401]","[0, -10, 0, 0, 0, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88664/59049,1.50153263,88664,59049,"[2, 3, 11083]","[3, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88801/19683,4.51155820,88801,19683,"[3, 88801]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88813/19683,4.51216786,88813,19683,"[3, 88813]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88936/59049,1.50613897,88936,59049,"[2, 3, 11117]","[3, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
88945/19683,4.51887416,88945,19683,"[3, 5, 17789]","[0, -9, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
89017/59049,1.50751071,89017,59049,"[3, 89017]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
89033/59049,1.50778167,89033,59049,"[3, 7, 23, 79]","[0, -10, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
89233/19683,4.53350607,89233,19683,"[3, 17, 29, 181]","[0, -9, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
89377/19683,4.54082203,89377,19683,"[3, 139, 643]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
89512/59049,1.51589358,89512,59049,"[2, 3, 67, 167]","[3, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
89528/59049,1.51616454,89528,59049,"[2, 3, 19, 31]","[3, -10, 0, 0, 0, 0, 0, 2]","[2, 3, 5, 7, 11, 13, 17, 19]"
89548/59049,1.51650324,89548,59049,"[2, 3, 61, 367]","[2, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
89569/19683,4.55057664,89569,19683,"[3, 43, 2083]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
89581/19683,4.55118630,89581,19683,"[3, 29, 3089]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
89593/59049,1.51726532,89593,59049,"[3, 7, 12799]","[0, -10, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
89609/59049,1.51753628,89609,59049,"[3, 13, 61, 113]","[0, -10, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
89645/59049,1.51814595,89645,59049,"[3, 5, 17929]","[0, -10, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
89773/19683,4.56094091,89773,19683,"[3, 107, 839]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
89960/59049,1.52348050,89960,59049,"[2, 3, 5, 13, 173]","[3, -10, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90001/19683,4.57252451,90001,19683,"[3, 90001]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90041/59049,1.52485224,90041,59049,"[3, 7, 19, 677]","[0, -10, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
90124/59049,1.52625785,90124,59049,"[2, 3, 22531]","[2, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90205/19683,4.58288879,90205,19683,"[3, 5, 18041]","[0, -9, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90313/59049,1.52945859,90313,59049,"[3, 90313]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90337/19683,4.58959508,90337,19683,"[3, 13, 6949]","[0, -9, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90349/19683,4.59020475,90349,19683,"[3, 7, 12907]","[0, -9, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90529/19683,4.59934969,90529,19683,"[3, 90529]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90536/59049,1.53323511,90536,59049,"[2, 3, 11317]","[3, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90541/19683,4.59995936,90541,19683,"[3, 11, 8231]","[0, -9, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90572/59049,1.53384477,90572,59049,"[2, 3, 22643]","[2, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90617/59049,1.53460685,90617,59049,"[3, 90617]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90769/19683,4.61154296,90769,19683,"[3, 7, 12967]","[0, -9, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90808/59049,1.53784145,90808,59049,"[2, 3, 11351]","[3, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90889/59049,1.53921320,90889,59049,"[3, 97, 937]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90925/59049,1.53982286,90925,59049,"[3, 5, 3637]","[0, -10, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90961/19683,4.62129757,90961,19683,"[3, 13, 6997]","[0, -9, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
90973/19683,4.62190723,90973,19683,"[3, 29, 3137]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91105/19683,4.62861352,91105,19683,"[3, 5, 7, 19, 137]","[0, -9, 1, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
91148/59049,1.54359938,91148,59049,"[2, 3, 22787]","[2, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91297/19683,4.63836813,91297,19683,"[3, 91297]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91309/19683,4.63897780,91309,19683,"[3, 91309]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91337/59049,1.54680012,91337,59049,"[3, 149, 613]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91420/59049,1.54820573,91420,59049,"[2, 3, 5, 7, 653]","[2, -10, 1, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91501/19683,4.64873241,91501,19683,"[3, 37, 2473]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91501/59049,1.54957747,91501,59049,"[3, 37, 2473]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91537/19683,4.65056140,91537,19683,"[3, 239, 383]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91729/19683,4.66031601,91729,19683,"[3, 11, 31, 269]","[0, -9, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91741/19683,4.66092567,91741,19683,"[3, 13, 7057]","[0, -9, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91816/59049,1.55491202,91816,59049,"[2, 3, 23, 499]","[3, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91832/59049,1.55518298,91832,59049,"[2, 3, 13, 883]","[3, -10, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91852/59049,1.55552169,91852,59049,"[2, 3, 22963]","[2, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91897/59049,1.55628376,91897,59049,"[3, 13, 7069]","[0, -10, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91913/59049,1.55655473,91913,59049,"[3, 107, 859]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91933/19683,4.67068028,91933,19683,"[3, 149, 617]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
91949/59049,1.55716439,91949,59049,"[3, 11, 13, 643]","[0, -10, 0, 0, 1, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92065/19683,4.67738658,92065,19683,"[3, 5, 18413]","[0, -9, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92077/19683,4.67799624,92077,19683,"[3, 92077]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92269/19683,4.68775085,92269,19683,"[3, 92269]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92392/59049,1.56466663,92392,59049,"[2, 3, 11549]","[3, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92428/59049,1.56527630,92428,59049,"[2, 3, 7, 3301]","[2, -10, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92444/59049,1.56554726,92444,59049,"[2, 3, 11, 191]","[2, -10, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92497/19683,4.69933445,92497,19683,"[3, 17, 5441]","[0, -9, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92509/19683,4.69994411,92509,19683,"[3, 79, 1171]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92525/59049,1.56691900,92525,59049,"[3, 5, 3701]","[0, -10, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92689/19683,4.70908906,92689,19683,"[3, 59, 1571]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92701/19683,4.70969872,92701,19683,"[3, 7, 17, 19, 41]","[0, -9, 0, 1, 0, 0, 1, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
92833/19683,4.71640502,92833,19683,"[3, 13, 37, 193]","[0, -9, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92840/59049,1.57225355,92840,59049,"[2, 3, 5, 11, 211]","[3, -10, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92876/59049,1.57286322,92876,59049,"[2, 3, 7, 31, 107]","[2, -10, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
92921/59049,1.57362529,92921,59049,"[3, 92921]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
93037/19683,4.72676929,93037,19683,"[3, 7, 13291]","[0, -9, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
93112/59049,1.57685990,93112,59049,"[2, 3, 103, 113]","[3, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
93193/59049,1.57823164,93193,59049,"[3, 41, 2273]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
93229/59049,1.57884130,93229,59049,"[3, 93229]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
93265/19683,4.73835289,93265,19683,"[3, 5, 23, 811]","[0, -9, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
93416/59049,1.58200816,93416,59049,"[2, 3, 11677]","[3, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
93452/59049,1.58261783,93452,59049,"[2, 3, 61, 383]","[2, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
93457/19683,4.74810750,93457,19683,"[3, 7, 13, 79]","[0, -9, 0, 1, 0, 2, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
93469/19683,4.74871717,93469,19683,"[3, 151, 619]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
93661/19683,4.75847178,93661,19683,"[3, 229, 409]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
93688/59049,1.58661451,93688,59049,"[2, 3, 7, 239]","[3, -10, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
93724/59049,1.58722417,93724,59049,"[2, 3, 23431]","[2, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
93769/59049,1.58798625,93769,59049,"[3, 13, 7213]","[0, -10, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
93805/19683,4.76578774,93805,19683,"[3, 5, 73, 257]","[0, -9, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
93805/59049,1.58859591,93805,59049,"[3, 5, 73, 257]","[0, -10, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94093/19683,4.78041965,94093,19683,"[3, 23, 4091]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94120/59049,1.59393046,94120,59049,"[2, 3, 5, 13, 181]","[3, -10, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94136/59049,1.59420143,94136,59049,"[2, 3, 7, 41]","[3, -10, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94201/59049,1.59530221,94201,59049,"[3, 94201]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94217/59049,1.59557317,94217,59049,"[3, 71, 1327]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94225/19683,4.78712595,94225,19683,"[3, 5, 3769]","[0, -9, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94237/19683,4.78773561,94237,19683,"[3, 11, 13, 659]","[0, -9, 0, 0, 1, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94253/59049,1.59618283,94253,59049,"[3, 94253]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94417/19683,4.79688056,94417,19683,"[3, 263, 359]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94429/19683,4.79749022,94429,19683,"[3, 89, 1061]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94696/59049,1.60368508,94696,59049,"[2, 3, 7, 19, 89]","[3, -10, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
94712/59049,1.60395604,94712,59049,"[2, 3, 11839]","[3, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94732/59049,1.60429474,94732,59049,"[2, 3, 11, 2153]","[2, -10, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94748/59049,1.60456570,94748,59049,"[2, 3, 23687]","[2, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94793/59049,1.60532778,94793,59049,"[3, 94793]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94829/59049,1.60593744,94829,59049,"[3, 7, 19, 23, 31]","[0, -10, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
94861/19683,4.81943809,94861,19683,"[3, 13, 7297]","[0, -9, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
94993/19683,4.82614439,94993,19683,"[3, 94993]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95065/59049,1.60993412,95065,59049,"[3, 5, 19013]","[0, -10, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95144/59049,1.61127199,95144,59049,"[2, 3, 7, 1699]","[3, -10, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95185/19683,4.83589900,95185,19683,"[3, 5, 19037]","[0, -9, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95197/19683,4.83650866,95197,19683,"[3, 23, 4139]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95225/59049,1.61264374,95225,59049,"[3, 5, 13, 293]","[0, -10, 2, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95308/59049,1.61404935,95308,59049,"[2, 3, 23827]","[2, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95389/19683,4.84626327,95389,19683,"[3, 7, 13627]","[0, -9, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95416/59049,1.61587834,95416,59049,"[2, 3, 11927]","[3, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95497/59049,1.61725008,95497,59049,"[3, 29, 37, 89]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95629/19683,4.85845654,95629,19683,"[3, 95629]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95720/59049,1.62102661,95720,59049,"[2, 3, 5, 2393]","[3, -10, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95756/59049,1.62163627,95756,59049,"[2, 3, 37, 647]","[2, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95821/19683,4.86821115,95821,19683,"[3, 11, 31, 281]","[0, -9, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95953/19683,4.87491744,95953,19683,"[3, 11, 13, 61]","[0, -9, 0, 0, 2, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95965/19683,4.87552710,95965,19683,"[3, 5, 17, 1129]","[0, -9, 1, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
95992/59049,1.62563295,95992,59049,"[2, 3, 13, 71]","[3, -10, 0, 0, 0, 2, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
96028/59049,1.62624261,96028,59049,"[2, 3, 24007]","[2, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
96073/59049,1.62700469,96073,59049,"[3, 191, 503]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
96089/59049,1.62727565,96089,59049,"[3, 7, 37, 53]","[0, -10, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
96109/59049,1.62761435,96109,59049,"[3, 13, 7393]","[0, -10, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
96157/19683,4.88528172,96157,19683,"[3, 96157]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
96332/59049,1.63139088,96332,59049,"[2, 3, 24083]","[2, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
96397/19683,4.89747498,96397,19683,"[3, 7, 47, 293]","[0, -9, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
96440/59049,1.63321987,96440,59049,"[2, 3, 5, 2411]","[3, -10, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
96521/59049,1.63459161,96521,59049,"[3, 263, 367]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
96589/19683,4.90722959,96589,19683,"[3, 96589]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
96604/59049,1.63599722,96604,59049,"[2, 3, 24151]","[2, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
96685/59049,1.63736896,96685,59049,"[3, 5, 61, 317]","[0, -10, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
96721/19683,4.91393588,96721,19683,"[3, 311]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
96925/19683,4.92430016,96925,19683,"[3, 5, 3877]","[0, -9, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97000/59049,1.64270352,97000,59049,"[2, 3, 5, 97]","[3, -10, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97016/59049,1.64297448,97016,59049,"[2, 3, 67, 181]","[3, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97036/59049,1.64331318,97036,59049,"[2, 3, 17, 1427]","[2, -10, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97052/59049,1.64358414,97052,59049,"[2, 3, 19, 1277]","[2, -10, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
97097/59049,1.64434622,97097,59049,"[3, 7, 11, 13, 97]","[0, -10, 0, 1, 1, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97133/59049,1.64495588,97133,59049,"[3, 137, 709]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97357/19683,4.94624803,97357,19683,"[3, 13, 7489]","[0, -9, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97369/59049,1.64895256,97369,59049,"[3, 97369]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97549/19683,4.95600264,97549,19683,"[3, 97549]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97612/59049,1.65306779,97612,59049,"[2, 3, 23, 1061]","[2, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97628/59049,1.65333875,97628,59049,"[2, 3, 24407]","[2, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97693/19683,4.96331860,97693,19683,"[3, 211, 463]","[0, -9, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97709/59049,1.65471049,97709,59049,"[3, 199, 491]","[0, -10, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97981/19683,4.97795052,97981,19683,"[3, 13, 7537]","[0, -9, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
97981/59049,1.65931684,97981,59049,"[3, 13, 7537]","[0, -10, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
