element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
107/4,26.75000000,107,4,"[2, 107]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
107/8,13.37500000,107,8,"[2, 107]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
109/4,27.25000000,109,4,"[2, 109]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
109/8,13.62500000,109,8,"[2, 109]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
111/4,27.75000000,111,4,"[2, 3, 37]","[-2, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
111/8,13.87500000,111,8,"[2, 3, 37]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
113/4,28.25000000,113,4,"[2, 113]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
113/8,14.12500000,113,8,"[2, 113]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
113/16,7.06250000,113,16,"[2, 113]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
115/4,28.75000000,115,4,"[2, 5, 23]","[-2, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
115/8,14.37500000,115,8,"[2, 5, 23]","[-3, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
117/4,29.25000000,117,4,"[2, 3, 13]","[-2, 2, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
117/8,14.62500000,117,8,"[2, 3, 13]","[-3, 2, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
117/16,7.31250000,117,16,"[2, 3, 13]","[-4, 2, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
119/4,29.75000000,119,4,"[2, 7, 17]","[-2, 0, 0, 1, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
119/8,14.87500000,119,8,"[2, 7, 17]","[-3, 0, 0, 1, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
121/4,30.25000000,121,4,"[2, 11]","[-2, 0, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
121/8,15.12500000,121,8,"[2, 11]","[-3, 0, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
121/16,7.56250000,121,16,"[2, 11]","[-4, 0, 0, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
123/4,30.75000000,123,4,"[2, 3, 41]","[-2, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
123/8,15.37500000,123,8,"[2, 3, 41]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
125/4,31.25000000,125,4,"[2, 5]","[-2, 0, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
125/8,15.62500000,125,8,"[2, 5]","[-3, 0, 3, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
127/4,31.75000000,127,4,"[2, 127]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
127/8,15.87500000,127,8,"[2, 127]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
129/4,32.25000000,129,4,"[2, 3, 43]","[-2, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
129/8,16.12500000,129,8,"[2, 3, 43]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
129/16,8.06250000,129,16,"[2, 3, 43]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
131/4,32.75000000,131,4,"[2, 131]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
131/8,16.37500000,131,8,"[2, 131]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
133/4,33.25000000,133,4,"[2, 7, 19]","[-2, 0, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
133/8,16.62500000,133,8,"[2, 7, 19]","[-3, 0, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
133/16,8.31250000,133,16,"[2, 7, 19]","[-4, 0, 0, 1, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
135/4,33.75000000,135,4,"[2, 3, 5]","[-2, 3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
135/8,16.87500000,135,8,"[2, 3, 5]","[-3, 3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
135/16,8.43750000,135,16,"[2, 3, 5]","[-4, 3, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
137/4,34.25000000,137,4,"[2, 137]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
137/8,17.12500000,137,8,"[2, 137]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
137/16,8.56250000,137,16,"[2, 137]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
139/4,34.75000000,139,4,"[2, 139]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
139/8,17.37500000,139,8,"[2, 139]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
141/4,35.25000000,141,4,"[2, 3, 47]","[-2, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
141/8,17.62500000,141,8,"[2, 3, 47]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
141/16,8.81250000,141,16,"[2, 3, 47]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
143/4,35.75000000,143,4,"[2, 11, 13]","[-2, 0, 0, 0, 1, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
143/8,17.87500000,143,8,"[2, 11, 13]","[-3, 0, 0, 0, 1, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
145/4,36.25000000,145,4,"[2, 5, 29]","[-2, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
145/8,18.12500000,145,8,"[2, 5, 29]","[-3, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
145/16,9.06250000,145,16,"[2, 5, 29]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
147/4,36.75000000,147,4,"[2, 3, 7]","[-2, 1, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
147/8,18.37500000,147,8,"[2, 3, 7]","[-3, 1, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
149/4,37.25000000,149,4,"[2, 149]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
149/8,18.62500000,149,8,"[2, 149]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
149/16,9.31250000,149,16,"[2, 149]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
151/4,37.75000000,151,4,"[2, 151]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
151/8,18.87500000,151,8,"[2, 151]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
151/16,9.43750000,151,16,"[2, 151]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
153/4,38.25000000,153,4,"[2, 3, 17]","[-2, 2, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
153/8,19.12500000,153,8,"[2, 3, 17]","[-3, 2, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
153/16,9.56250000,153,16,"[2, 3, 17]","[-4, 2, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
155/4,38.75000000,155,4,"[2, 5, 31]","[-2, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
155/8,19.37500000,155,8,"[2, 5, 31]","[-3, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
157/4,39.25000000,157,4,"[2, 157]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
157/8,19.62500000,157,8,"[2, 157]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
157/16,9.81250000,157,16,"[2, 157]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
159/4,39.75000000,159,4,"[2, 3, 53]","[-2, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
159/8,19.87500000,159,8,"[2, 3, 53]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
159/16,9.93750000,159,16,"[2, 3, 53]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
161/4,40.25000000,161,4,"[2, 7, 23]","[-2, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
161/8,20.12500000,161,8,"[2, 7, 23]","[-3, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
161/16,10.06250000,161,16,"[2, 7, 23]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
163/4,40.75000000,163,4,"[2, 163]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
163/8,20.37500000,163,8,"[2, 163]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
165/4,41.25000000,165,4,"[2, 3, 5, 11]","[-2, 1, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
165/8,20.62500000,165,8,"[2, 3, 5, 11]","[-3, 1, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
165/16,10.31250000,165,16,"[2, 3, 5, 11]","[-4, 1, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
167/4,41.75000000,167,4,"[2, 167]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
167/8,20.87500000,167,8,"[2, 167]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
167/16,10.43750000,167,16,"[2, 167]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
169/4,42.25000000,169,4,"[2, 13]","[-2, 0, 0, 0, 0, 2, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
169/8,21.12500000,169,8,"[2, 13]","[-3, 0, 0, 0, 0, 2, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
169/16,10.56250000,169,16,"[2, 13]","[-4, 0, 0, 0, 0, 2, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
171/4,42.75000000,171,4,"[2, 3, 19]","[-2, 2, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
171/8,21.37500000,171,8,"[2, 3, 19]","[-3, 2, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
171/16,10.68750000,171,16,"[2, 3, 19]","[-4, 2, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
173/4,43.25000000,173,4,"[2, 173]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
173/8,21.62500000,173,8,"[2, 173]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
173/16,10.81250000,173,16,"[2, 173]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
175/4,43.75000000,175,4,"[2, 5, 7]","[-2, 0, 2, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
175/8,21.87500000,175,8,"[2, 5, 7]","[-3, 0, 2, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
175/16,10.93750000,175,16,"[2, 5, 7]","[-4, 0, 2, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
177/4,44.25000000,177,4,"[2, 3, 59]","[-2, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
177/8,22.12500000,177,8,"[2, 3, 59]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
177/16,11.06250000,177,16,"[2, 3, 59]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
179/4,44.75000000,179,4,"[2, 179]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
179/8,22.37500000,179,8,"[2, 179]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
181/4,45.25000000,181,4,"[2, 181]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
181/8,22.62500000,181,8,"[2, 181]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
181/16,11.31250000,181,16,"[2, 181]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
183/4,45.75000000,183,4,"[2, 3, 61]","[-2, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
183/8,22.87500000,183,8,"[2, 3, 61]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
183/16,11.43750000,183,16,"[2, 3, 61]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
185/4,46.25000000,185,4,"[2, 5, 37]","[-2, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
185/8,23.12500000,185,8,"[2, 5, 37]","[-3, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
185/16,11.56250000,185,16,"[2, 5, 37]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
187/4,46.75000000,187,4,"[2, 11, 17]","[-2, 0, 0, 0, 1, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
187/8,23.37500000,187,8,"[2, 11, 17]","[-3, 0, 0, 0, 1, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
187/16,11.68750000,187,16,"[2, 11, 17]","[-4, 0, 0, 0, 1, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
189/4,47.25000000,189,4,"[2, 3, 7]","[-2, 3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
189/8,23.62500000,189,8,"[2, 3, 7]","[-3, 3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
189/16,11.81250000,189,16,"[2, 3, 7]","[-4, 3, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
191/4,47.75000000,191,4,"[2, 191]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
191/8,23.87500000,191,8,"[2, 191]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
191/16,11.93750000,191,16,"[2, 191]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
193/4,48.25000000,193,4,"[2, 193]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
193/8,24.12500000,193,8,"[2, 193]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
193/16,12.06250000,193,16,"[2, 193]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
195/4,48.75000000,195,4,"[2, 3, 5, 13]","[-2, 1, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
195/8,24.37500000,195,8,"[2, 3, 5, 13]","[-3, 1, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
195/16,12.18750000,195,16,"[2, 3, 5, 13]","[-4, 1, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
197/4,49.25000000,197,4,"[2, 197]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
197/8,24.62500000,197,8,"[2, 197]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
197/16,12.31250000,197,16,"[2, 197]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
199/4,49.75000000,199,4,"[2, 199]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
199/8,24.87500000,199,8,"[2, 199]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
199/16,12.43750000,199,16,"[2, 199]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
201/4,50.25000000,201,4,"[2, 3, 67]","[-2, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
201/8,25.12500000,201,8,"[2, 3, 67]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
201/16,12.56250000,201,16,"[2, 3, 67]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
203/4,50.75000000,203,4,"[2, 7, 29]","[-2, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
203/8,25.37500000,203,8,"[2, 7, 29]","[-3, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
203/16,12.68750000,203,16,"[2, 7, 29]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
205/4,51.25000000,205,4,"[2, 5, 41]","[-2, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
205/8,25.62500000,205,8,"[2, 5, 41]","[-3, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
205/16,12.81250000,205,16,"[2, 5, 41]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
207/4,51.75000000,207,4,"[2, 3, 23]","[-2, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
207/8,25.87500000,207,8,"[2, 3, 23]","[-3, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
207/16,12.93750000,207,16,"[2, 3, 23]","[-4, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
209/4,52.25000000,209,4,"[2, 11, 19]","[-2, 0, 0, 0, 1, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
209/8,26.12500000,209,8,"[2, 11, 19]","[-3, 0, 0, 0, 1, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
209/16,13.06250000,209,16,"[2, 11, 19]","[-4, 0, 0, 0, 1, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
211/4,52.75000000,211,4,"[2, 211]","[-2, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
211/8,26.37500000,211,8,"[2, 211]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
211/16,13.18750000,211,16,"[2, 211]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
213/4,53.25000000,213,4,"[2, 3, 71]","[-2, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
213/8,26.62500000,213,8,"[2, 3, 71]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
213/16,13.31250000,213,16,"[2, 3, 71]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
215/4,53.75000000,215,4,"[2, 5, 43]","[-2, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
215/8,26.87500000,215,8,"[2, 5, 43]","[-3, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
215/16,13.43750000,215,16,"[2, 5, 43]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
217/8,27.12500000,217,8,"[2, 7, 31]","[-3, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
217/16,13.56250000,217,16,"[2, 7, 31]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
219/4,54.75000000,219,4,"[2, 3, 73]","[-2, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
219/8,27.37500000,219,8,"[2, 3, 73]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
219/16,13.68750000,219,16,"[2, 3, 73]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
221/8,27.62500000,221,8,"[2, 13, 17]","[-3, 0, 0, 0, 0, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
221/16,13.81250000,221,16,"[2, 13, 17]","[-4, 0, 0, 0, 0, 1, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
223/8,27.87500000,223,8,"[2, 223]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
223/16,13.93750000,223,16,"[2, 223]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
225/8,28.12500000,225,8,"[2, 3, 5]","[-3, 2, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
225/16,14.06250000,225,16,"[2, 3, 5]","[-4, 2, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
227/8,28.37500000,227,8,"[2, 227]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
227/16,14.18750000,227,16,"[2, 227]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
229/8,28.62500000,229,8,"[2, 229]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
229/16,14.31250000,229,16,"[2, 229]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
231/8,28.87500000,231,8,"[2, 3, 7, 11]","[-3, 1, 0, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
231/16,14.43750000,231,16,"[2, 3, 7, 11]","[-4, 1, 0, 1, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
233/8,29.12500000,233,8,"[2, 233]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
233/16,14.56250000,233,16,"[2, 233]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
235/8,29.37500000,235,8,"[2, 5, 47]","[-3, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
235/16,14.68750000,235,16,"[2, 5, 47]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
237/8,29.62500000,237,8,"[2, 3, 79]","[-3, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
237/16,14.81250000,237,16,"[2, 3, 79]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
239/8,29.87500000,239,8,"[2, 239]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
239/16,14.93750000,239,16,"[2, 239]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
241/8,30.12500000,241,8,"[2, 241]","[-3, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
241/16,15.06250000,241,16,"[2, 241]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
243/8,30.37500000,243,8,"[2, 3]","[-3, 5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
243/16,15.18750000,243,16,"[2, 3]","[-4, 5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
243/32,7.59375000,243,32,"[2, 3]","[-5, 5, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
245/8,30.62500000,245,8,"[2, 5, 7]","[-3, 0, 1, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
245/16,15.31250000,245,16,"[2, 5, 7]","[-4, 0, 1, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
247/8,30.87500000,247,8,"[2, 13, 19]","[-3, 0, 0, 0, 0, 1, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
247/16,15.43750000,247,16,"[2, 13, 19]","[-4, 0, 0, 0, 0, 1, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
