element,decimal_approx,numerator,denominator,support_primes,valuation_vector,selected_primes
421/16,26.31250000,421,16,"[2, 421]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
423/16,26.43750000,423,16,"[2, 3, 47]","[-4, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
423/32,13.21875000,423,32,"[2, 3, 47]","[-5, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
425/16,26.56250000,425,16,"[2, 5, 17]","[-4, 0, 2, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
427/16,26.68750000,427,16,"[2, 7, 61]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
427/32,13.34375000,427,32,"[2, 7, 61]","[-5, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
429/16,26.81250000,429,16,"[2, 3, 11, 13]","[-4, 1, 0, 0, 1, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
431/16,26.93750000,431,16,"[2, 431]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
431/32,13.46875000,431,32,"[2, 431]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
433/16,27.06250000,433,16,"[2, 433]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
435/16,27.18750000,435,16,"[2, 3, 5, 29]","[-4, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
435/32,13.59375000,435,32,"[2, 3, 5, 29]","[-5, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
437/16,27.31250000,437,16,"[2, 19, 23]","[-4, 0, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
437/32,13.65625000,437,32,"[2, 19, 23]","[-5, 0, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
439/16,27.43750000,439,16,"[2, 439]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
441/16,27.56250000,441,16,"[2, 3, 7]","[-4, 2, 0, 2, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
443/16,27.68750000,443,16,"[2, 443]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
443/32,13.84375000,443,32,"[2, 443]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
445/16,27.81250000,445,16,"[2, 5, 89]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
447/16,27.93750000,447,16,"[2, 3, 149]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
447/32,13.96875000,447,32,"[2, 3, 149]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
449/16,28.06250000,449,16,"[2, 449]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
451/16,28.18750000,451,16,"[2, 11, 41]","[-4, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
451/32,14.09375000,451,32,"[2, 11, 41]","[-5, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
453/16,28.31250000,453,16,"[2, 3, 151]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
453/32,14.15625000,453,32,"[2, 3, 151]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
455/16,28.43750000,455,16,"[2, 5, 7, 13]","[-4, 0, 1, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
455/32,14.21875000,455,32,"[2, 5, 7, 13]","[-5, 0, 1, 1, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
457/16,28.56250000,457,16,"[2, 457]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
459/16,28.68750000,459,16,"[2, 3, 17]","[-4, 3, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
459/32,14.34375000,459,32,"[2, 3, 17]","[-5, 3, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
461/16,28.81250000,461,16,"[2, 461]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
463/16,28.93750000,463,16,"[2, 463]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
463/32,14.46875000,463,32,"[2, 463]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
465/16,29.06250000,465,16,"[2, 3, 5, 31]","[-4, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
467/16,29.18750000,467,16,"[2, 467]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
467/32,14.59375000,467,32,"[2, 467]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
469/16,29.31250000,469,16,"[2, 7, 67]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
469/32,14.65625000,469,32,"[2, 7, 67]","[-5, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
471/16,29.43750000,471,16,"[2, 3, 157]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
471/32,14.71875000,471,32,"[2, 3, 157]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
473/16,29.56250000,473,16,"[2, 11, 43]","[-4, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
475/16,29.68750000,475,16,"[2, 5, 19]","[-4, 0, 2, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
475/32,14.84375000,475,32,"[2, 5, 19]","[-5, 0, 2, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
477/16,29.81250000,477,16,"[2, 3, 53]","[-4, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
477/32,14.90625000,477,32,"[2, 3, 53]","[-5, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
479/16,29.93750000,479,16,"[2, 479]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
479/32,14.96875000,479,32,"[2, 479]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
481/16,30.06250000,481,16,"[2, 13, 37]","[-4, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
483/16,30.18750000,483,16,"[2, 3, 7, 23]","[-4, 1, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
483/32,15.09375000,483,32,"[2, 3, 7, 23]","[-5, 1, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
485/16,30.31250000,485,16,"[2, 5, 97]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
485/32,15.15625000,485,32,"[2, 5, 97]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
487/16,30.43750000,487,16,"[2, 487]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
487/32,15.21875000,487,32,"[2, 487]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
489/16,30.56250000,489,16,"[2, 3, 163]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
491/16,30.68750000,491,16,"[2, 491]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
491/32,15.34375000,491,32,"[2, 491]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
493/16,30.81250000,493,16,"[2, 17, 29]","[-4, 0, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
495/16,30.93750000,495,16,"[2, 3, 5, 11]","[-4, 2, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
495/32,15.46875000,495,32,"[2, 3, 5, 11]","[-5, 2, 1, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
497/16,31.06250000,497,16,"[2, 7, 71]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
499/16,31.18750000,499,16,"[2, 499]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
499/32,15.59375000,499,32,"[2, 499]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
501/16,31.31250000,501,16,"[2, 3, 167]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
501/32,15.65625000,501,32,"[2, 3, 167]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
503/16,31.43750000,503,16,"[2, 503]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
503/32,15.71875000,503,32,"[2, 503]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
505/16,31.56250000,505,16,"[2, 5, 101]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
507/16,31.68750000,507,16,"[2, 3, 13]","[-4, 1, 0, 0, 0, 2, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
507/32,15.84375000,507,32,"[2, 3, 13]","[-5, 1, 0, 0, 0, 2, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
509/16,31.81250000,509,16,"[2, 509]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
509/32,15.90625000,509,32,"[2, 509]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
511/16,31.93750000,511,16,"[2, 7, 73]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
511/32,15.96875000,511,32,"[2, 7, 73]","[-5, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
513/16,32.06250000,513,16,"[2, 3, 19]","[-4, 3, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
513/32,16.03125000,513,32,"[2, 3, 19]","[-5, 3, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
515/16,32.18750000,515,16,"[2, 5, 103]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
515/32,16.09375000,515,32,"[2, 5, 103]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
517/16,32.31250000,517,16,"[2, 11, 47]","[-4, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
517/32,16.15625000,517,32,"[2, 11, 47]","[-5, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
519/16,32.43750000,519,16,"[2, 3, 173]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
519/32,16.21875000,519,32,"[2, 3, 173]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
521/16,32.56250000,521,16,"[2, 521]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
523/16,32.68750000,523,16,"[2, 523]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
523/32,16.34375000,523,32,"[2, 523]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
525/16,32.81250000,525,16,"[2, 3, 5, 7]","[-4, 1, 2, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
525/32,16.40625000,525,32,"[2, 3, 5, 7]","[-5, 1, 2, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
527/16,32.93750000,527,16,"[2, 17, 31]","[-4, 0, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
527/32,16.46875000,527,32,"[2, 17, 31]","[-5, 0, 0, 0, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
529/16,33.06250000,529,16,"[2, 23]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
531/16,33.18750000,531,16,"[2, 3, 59]","[-4, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
531/32,16.59375000,531,32,"[2, 3, 59]","[-5, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
533/16,33.31250000,533,16,"[2, 13, 41]","[-4, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
533/32,16.65625000,533,32,"[2, 13, 41]","[-5, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
535/16,33.43750000,535,16,"[2, 5, 107]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
535/32,16.71875000,535,32,"[2, 5, 107]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
537/16,33.56250000,537,16,"[2, 3, 179]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
539/16,33.68750000,539,16,"[2, 7, 11]","[-4, 0, 0, 2, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
539/32,16.84375000,539,32,"[2, 7, 11]","[-5, 0, 0, 2, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
541/16,33.81250000,541,16,"[2, 541]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
541/32,16.90625000,541,32,"[2, 541]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
543/16,33.93750000,543,16,"[2, 3, 181]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
543/32,16.96875000,543,32,"[2, 3, 181]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
545/16,34.06250000,545,16,"[2, 5, 109]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
545/32,17.03125000,545,32,"[2, 5, 109]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
547/16,34.18750000,547,16,"[2, 547]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
547/32,17.09375000,547,32,"[2, 547]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
549/16,34.31250000,549,16,"[2, 3, 61]","[-4, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
549/32,17.15625000,549,32,"[2, 3, 61]","[-5, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
551/16,34.43750000,551,16,"[2, 19, 29]","[-4, 0, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
551/32,17.21875000,551,32,"[2, 19, 29]","[-5, 0, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
553/16,34.56250000,553,16,"[2, 7, 79]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
555/16,34.68750000,555,16,"[2, 3, 5, 37]","[-4, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
555/32,17.34375000,555,32,"[2, 3, 5, 37]","[-5, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
557/16,34.81250000,557,16,"[2, 557]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
557/32,17.40625000,557,32,"[2, 557]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
559/16,34.93750000,559,16,"[2, 13, 43]","[-4, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
559/32,17.46875000,559,32,"[2, 13, 43]","[-5, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
561/16,35.06250000,561,16,"[2, 3, 11, 17]","[-4, 1, 0, 0, 1, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
561/32,17.53125000,561,32,"[2, 3, 11, 17]","[-5, 1, 0, 0, 1, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
563/16,35.18750000,563,16,"[2, 563]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
563/32,17.59375000,563,32,"[2, 563]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
565/16,35.31250000,565,16,"[2, 5, 113]","[-4, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
565/32,17.65625000,565,32,"[2, 5, 113]","[-5, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
567/16,35.43750000,567,16,"[2, 3, 7]","[-4, 4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
567/32,17.71875000,567,32,"[2, 3, 7]","[-5, 4, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
569/16,35.56250000,569,16,"[2, 569]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
571/16,35.68750000,571,16,"[2, 571]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
571/32,17.84375000,571,32,"[2, 571]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
573/16,35.81250000,573,16,"[2, 3, 191]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
573/32,17.90625000,573,32,"[2, 3, 191]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
575/16,35.93750000,575,16,"[2, 5, 23]","[-4, 0, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
575/32,17.96875000,575,32,"[2, 5, 23]","[-5, 0, 2, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
577/16,36.06250000,577,16,"[2, 577]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
577/32,18.03125000,577,32,"[2, 577]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
579/16,36.18750000,579,16,"[2, 3, 193]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
579/32,18.09375000,579,32,"[2, 3, 193]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
581/16,36.31250000,581,16,"[2, 7, 83]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
581/32,18.15625000,581,32,"[2, 7, 83]","[-5, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
583/16,36.43750000,583,16,"[2, 11, 53]","[-4, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
583/32,18.21875000,583,32,"[2, 11, 53]","[-5, 0, 0, 0, 1, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
585/16,36.56250000,585,16,"[2, 3, 5, 13]","[-4, 2, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
585/32,18.28125000,585,32,"[2, 3, 5, 13]","[-5, 2, 1, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
587/16,36.68750000,587,16,"[2, 587]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
587/32,18.34375000,587,32,"[2, 587]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
589/16,36.81250000,589,16,"[2, 19, 31]","[-4, 0, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
589/32,18.40625000,589,32,"[2, 19, 31]","[-5, 0, 0, 0, 0, 0, 0, 1]","[2, 3, 5, 7, 11, 13, 17, 19]"
591/16,36.93750000,591,16,"[2, 3, 197]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
591/32,18.46875000,591,32,"[2, 3, 197]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
593/16,37.06250000,593,16,"[2, 593]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
593/32,18.53125000,593,32,"[2, 593]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
595/16,37.18750000,595,16,"[2, 5, 7, 17]","[-4, 0, 1, 1, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
595/32,18.59375000,595,32,"[2, 5, 7, 17]","[-5, 0, 1, 1, 0, 0, 1, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
597/16,37.31250000,597,16,"[2, 3, 199]","[-4, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
597/32,18.65625000,597,32,"[2, 3, 199]","[-5, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
599/16,37.43750000,599,16,"[2, 599]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
599/32,18.71875000,599,32,"[2, 599]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
601/16,37.56250000,601,16,"[2, 601]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
603/16,37.68750000,603,16,"[2, 3, 67]","[-4, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
603/32,18.84375000,603,32,"[2, 3, 67]","[-5, 2, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
605/16,37.81250000,605,16,"[2, 5, 11]","[-4, 0, 1, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
605/32,18.90625000,605,32,"[2, 5, 11]","[-5, 0, 1, 0, 2, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
607/16,37.93750000,607,16,"[2, 607]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
607/32,18.96875000,607,32,"[2, 607]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
609/16,38.06250000,609,16,"[2, 3, 7, 29]","[-4, 1, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
609/32,19.03125000,609,32,"[2, 3, 7, 29]","[-5, 1, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
611/16,38.18750000,611,16,"[2, 13, 47]","[-4, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
611/32,19.09375000,611,32,"[2, 13, 47]","[-5, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
613/16,38.31250000,613,16,"[2, 613]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
613/32,19.15625000,613,32,"[2, 613]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
615/16,38.43750000,615,16,"[2, 3, 5, 41]","[-4, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
615/32,19.21875000,615,32,"[2, 3, 5, 41]","[-5, 1, 1, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
617/16,38.56250000,617,16,"[2, 617]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
617/32,19.28125000,617,32,"[2, 617]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
619/16,38.68750000,619,16,"[2, 619]","[-4, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
619/32,19.34375000,619,32,"[2, 619]","[-5, 0, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
621/16,38.81250000,621,16,"[2, 3, 23]","[-4, 3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
621/32,19.40625000,621,32,"[2, 3, 23]","[-5, 3, 0, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
623/16,38.93750000,623,16,"[2, 7, 89]","[-4, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
623/32,19.46875000,623,32,"[2, 7, 89]","[-5, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
625/16,39.06250000,625,16,"[2, 5]","[-4, 0, 4, 0, 0, 0, 0, 0]","[2, 3, 5, 7, 11, 13, 17, 19]"
